k1_x,k1_y,k1_p,k2_x,k2_y,k2_p,k3_x,k3_y,k3_p,k4_x,k4_y,k4_p,k5_x,k5_y,k5_p,k6_x,k6_y,k6_p,k7_x,k7_y,k7_p,k8_x,k8_y,k8_p,k9_x,k9_y,k9_p,k10_x,k10_y,k10_p,k11_x,k11_y,k11_p,k12_x,k12_y,k12_p,k13_x,k13_y,k13_p,k14_x,k14_y,k14_p,k15_x,k15_y,k15_p,k16_x,k16_y,k16_p,k17_x,k17_y,k17_p,Class
0.46815747,0.8737272,0.6080149,0.43497148,0.89017904,0.8113197,0.43413037,0.8926856,0.76965004,0.3704522,0.8483812,0.8990465,0.36841172,0.84455246,0.87187284,0.35971358,0.6847248,0.6085021,0.40336338,0.6853484,0.7367858,0.6049385,0.49000618,0.63727254,0.62423986,0.49883384,0.69070214,0.7935506,0.45138323,0.69685364,0.85425913,0.43826306,0.91902816,0.16386609,0.2810226,0.79419905,0.16910398,0.2653199,0.87989086,0.47722453,0.50924516,0.37808287,0.49424902,0.5392224,0.7688996,0.45739213,0.17698471,0.7577669,0.4902202,0.1547912,0.6310814,Crow
0.5899414,0.8729666,0.7417211,0.5575454,0.8996931,0.8510452,0.5528891,0.90162486,0.87477595,0.47124535,0.854965,0.8242924,0.4665328,0.8473556,0.809718,0.3980188,0.6839214,0.74961036,0.40910432,0.68481714,0.84278613,0.6399255,0.46379706,0.5172869,0.6567751,0.4986935,0.9091264,0.882663,0.44702703,0.6694042,0.916299,0.4533188,0.72122085,0.12030695,0.35670114,0.760371,0.12212687,0.3443805,0.6301652,0.4668912,0.5488211,0.5535808,0.47294945,0.56802225,0.81817394,0.4054403,0.18534122,0.75122213,0.4113592,0.16050026,0.63810134,Crow
0.6431226,0.8172891,0.6371523,0.63227546,0.8533774,0.6002825,0.6330924,0.85655075,0.57056755,0.543435,0.86603415,0.55779725,0.5504344,0.86295414,0.6614903,0.44853967,0.7381959,0.69924027,0.47202647,0.73889905,0.70464385,0.6451389,0.5063924,0.36556667,0.6535545,0.49955505,0.7839243,0.8131149,0.49807692,0.41449744,0.84987974,0.49885502,0.5570345,0.21970941,0.34644637,0.6338784,0.21706882,0.33651295,0.7729126,0.5085407,0.5527234,0.41146794,0.52402574,0.55858874,0.34907517,0.6335604,0.23455465,0.7143514,0.64882505,0.21338737,0.6084247,Crow
0.6703834,0.12002868,0.76552397,0.6381877,0.09837438,0.79297334,0.64049935,0.09953911,0.7264553,0.56190944,0.13885055,0.81661856,0.5648915,0.13735096,0.7009402,0.5155181,0.297268,0.87588024,0.49237064,0.27891552,0.842315,0.69537073,0.53868556,0.8861902,0.64540744,0.5166471,0.3174841,0.93226904,0.5074277,0.9297881,0.87080824,0.498451,0.6268783,0.11646692,0.5862039,0.84035236,0.13163865,0.5813993,0.71784174,0.5566552,0.49447662,0.5876561,0.5390677,0.5028615,0.7032818,0.48734227,0.8778648,0.7204775,0.48218894,0.8548735,0.76405954,Crow
0.46515682,0.89436674,0.62874264,0.42777124,0.90971136,0.87467355,0.4237702,0.9064577,0.7918877,0.35680217,0.8462457,0.6721979,0.3505131,0.83205575,0.9150151,0.3804845,0.71009445,0.56304085,0.34991828,0.60758984,0.84573907,0.6084036,0.58425236,0.62958026,0.6274939,0.4657817,0.87958187,0.7855366,0.46456474,0.7792081,0.849778,0.3712257,0.8803247,0.17625585,0.28361893,0.62772316,0.18264602,0.20545684,0.83598393,0.4878555,0.49648592,0.34630916,0.48544195,0.44117674,0.7885729,0.50609064,0.19322027,0.2862763,0.48382026,0.11970337,0.84614617,Crow
0.62892,0.80795634,0.801151,0.6071298,0.8393197,0.7896655,0.6075416,0.8424807,0.7728297,0.5230292,0.8318833,0.8255107,0.52098477,0.8274058,0.8046473,0.44223815,0.7012312,0.4976679,0.44534746,0.6854645,0.81463987,0.6871218,0.51524466,0.63731384,0.6937786,0.5353882,0.8343257,0.89802265,0.43952873,0.6527013,0.9223454,0.42835602,0.7688488,0.09394764,0.3545023,0.85259473,0.097943,0.34485343,0.8946087,0.47365323,0.57113075,0.5282306,0.47246036,0.5795166,0.69261146,0.30569088,0.22529279,0.74630266,0.31494722,0.22432035,0.80338854,Crow
0.56459457,0.19529675,0.7731334,0.5435963,0.15782884,0.6567949,0.5461356,0.15599056,0.56223243,0.44188088,0.16147983,0.86654246,0.4472474,0.16235943,0.8254179,0.39271098,0.29935572,0.8223684,0.35586232,0.3053487,0.6906698,0.65088373,0.41543275,0.83715165,0.64387614,0.42779598,0.6557479,0.91634846,0.51913935,0.7232916,0.89405966,0.52549887,0.50662774,0.09119326,0.6816398,0.7665014,0.09404935,0.67726773,0.6958041,0.42404652,0.3922916,0.6835449,0.41733783,0.40951994,0.5406847,0.4375552,0.80011046,0.5515659,0.43577868,0.79553866,0.7369036,Crow
0.5410319,0.13109629,0.7718351,0.5076214,0.12120239,0.549235,0.5112073,0.11632851,0.7496313,0.4460313,0.17906861,0.9130277,0.45100784,0.17310955,0.68507457,0.41928014,0.37522915,0.72260445,0.4847754,0.30610764,0.5510354,0.61378413,0.5460904,0.8074768,0.62346965,0.43961492,0.68563116,0.7945325,0.6595422,0.8289494,0.77490205,0.55371684,0.6280987,0.22066975,0.68994033,0.69813037,0.23422317,0.6395293,0.5629993,0.4704957,0.5231083,0.7394363,0.5241502,0.45403028,0.4685811,0.4701182,0.88871163,0.8995457,0.46815795,0.8657074,0.3254161,Crow
0.5220872,0.1777696,0.8095317,0.4961078,0.15470551,0.68331647,0.49665198,0.1536796,0.6091792,0.4242311,0.18754861,0.82728183,0.4231414,0.1863835,0.8358244,0.3867503,0.31846023,0.7824115,0.3340105,0.32000548,0.6228641,0.6031881,0.49077538,0.6775777,0.539786,0.5118875,0.25677845,0.8548165,0.53638226,0.8017099,0.6849384,0.5052072,0.47889897,0.05330456,0.62634534,0.824673,0.05064743,0.6253562,0.7642627,0.4271252,0.41335812,0.7603974,0.37198883,0.46508023,0.49165222,0.38344607,0.7692693,0.83292353,0.3638897,0.7541773,0.6514535,Crow
0.6164574,0.15126213,0.25780457,0.59284943,0.13584346,0.3430246,0.59404206,0.13196513,0.2861236,0.51787025,0.17047735,0.47399366,0.52246594,0.15566222,0.4409989,0.46414626,0.30287287,0.5888593,0.43619576,0.29630458,0.7317642,0.688618,0.5303573,0.83817416,0.6518536,0.5265282,0.39626777,0.9503694,0.5093283,0.86269474,0.8323894,0.5113318,0.49528518,0.07983876,0.6136157,0.72520226,0.08441548,0.58726245,0.66953474,0.5067863,0.4612286,0.7830386,0.49655443,0.46131808,0.42091966,0.37439317,0.8250776,0.63385415,0.3858,0.8133036,0.5776587,Crow
0.63250196,0.85791254,0.6434771,0.60531217,0.8953253,0.63613546,0.60355985,0.89867413,0.73538804,0.50039,0.8881752,0.67185426,0.49844086,0.88004297,0.76376426,0.37288192,0.6840007,0.26619408,0.3982721,0.74303794,0.6285854,0.53981704,0.41859546,0.29690096,0.60618824,0.48653567,0.5119769,0.77498734,0.4415298,0.51182556,0.92835385,0.49726582,0.76757586,0.07043861,0.32286277,0.32329077,0.06025146,0.32841116,0.46396798,0.38108626,0.48835978,0.05013045,0.41300067,0.6234098,0.19947375,0.45108467,0.16592933,0.28758186,0.45829463,0.15194315,0.38620275,Crow
0.57172287,0.78863394,0.68763876,0.55229205,0.81792057,0.83223414,0.5538056,0.82077426,0.8343823,0.47344282,0.8079858,0.8311798,0.4758136,0.80844617,0.8564717,0.41194308,0.6910574,0.681405,0.43166494,0.6991433,0.82001066,0.6280059,0.5103746,0.55749375,0.6664549,0.5195033,0.8324454,0.7959188,0.48064056,0.64506644,0.9081255,0.47320735,0.8063749,0.17118031,0.37793952,0.8848118,0.17631684,0.37532783,0.90157706,0.49303222,0.56605154,0.67423666,0.5082074,0.592045,0.67880505,0.46140504,0.2413985,0.877311,0.47603044,0.22987832,0.77162963,Crow
0.595452,0.76899797,0.62042946,0.58424205,0.7907716,0.6867955,0.58435696,0.7947737,0.6198671,0.5085108,0.7952037,0.57712305,0.5095459,0.79357266,0.7622359,0.40065327,0.66984206,0.73375446,0.417984,0.6791867,0.786187,0.6290077,0.45928812,0.73168814,0.64236456,0.49374563,0.87447405,0.8693172,0.43046498,0.5098672,0.90077317,0.4521511,0.8654864,0.14103161,0.32464936,0.68479663,0.14305563,0.31864166,0.64924496,0.47704473,0.56429964,0.4324747,0.47889233,0.57923776,0.69517636,0.4818101,0.18911456,0.6469031,0.48296973,0.16638076,0.5430399,Crow
0.58678776,0.23026565,0.7663124,0.57062405,0.19663891,0.79439604,0.5719769,0.1923432,0.74564886,0.47399312,0.18908179,0.87628317,0.47793537,0.18729359,0.75639004,0.45136407,0.31021962,0.8069775,0.42244515,0.35591352,0.41553608,0.67344856,0.4671198,0.74563175,0.6337847,0.54286915,0.50881684,0.93368375,0.5462855,0.7393099,0.8915191,0.62217176,0.55724174,0.15503591,0.7121222,0.8674118,0.15450732,0.7325695,0.7270873,0.48652837,0.37475464,0.5360746,0.49473,0.47075558,0.37469533,0.51723033,0.7958499,0.841793,0.51449674,0.8040475,0.75251824,Crow
0.6991144,0.89803743,0.5428552,0.6753747,0.92611337,0.7376218,0.6735229,0.92654574,0.68376535,0.57689667,0.911255,0.6163847,0.57547444,0.9053443,0.634044,0.47506797,0.7455009,0.46795845,0.48778218,0.75335497,0.7187337,0.66690123,0.46708766,0.6270833,0.7074046,0.50590116,0.7612344,0.89547074,0.46468246,0.735791,0.96965057,0.4983856,0.687368,0.190272,0.321528,0.8217351,0.19332379,0.29988512,0.77178717,0.5291179,0.5914762,0.56018347,0.54124343,0.59251136,0.8204334,0.63565236,0.2232955,0.6004217,0.65327233,0.21184398,0.8020326,Crow
0.4598366,0.8468187,0.6173276,0.44275317,0.8775463,0.8000558,0.42278624,0.8768763,0.6290113,0.35468256,0.8651428,0.5253684,0.32120132,0.85288304,0.7514884,0.31054816,0.7047373,0.61086315,0.31426337,0.71401,0.6682118,0.5740603,0.5537075,0.55458385,0.5919274,0.5496278,0.7076285,0.8210768,0.5879124,0.55691177,0.87164503,0.57821375,0.73529726,0.13017052,0.30525833,0.50966966,0.14722641,0.28868073,0.6727336,0.4264219,0.63665,0.5989993,0.43733776,0.63093764,0.8148062,0.40516466,0.23966303,0.8087955,0.44341674,0.21823989,0.7935168,Crow
0.5170326,0.16321628,0.7190596,0.4837503,0.13669336,0.7519455,0.48628816,0.13630357,0.68971896,0.39491266,0.17223862,0.8210963,0.39892718,0.17152987,0.813205,0.3409524,0.32094002,0.686662,0.30801907,0.33397582,0.70978385,0.59969467,0.52079463,0.80547655,0.56755334,0.5293559,0.50148326,0.9173006,0.5524331,0.7702774,0.7766123,0.5878184,0.3896899,0.16104113,0.76499206,0.8883097,0.15335391,0.7570577,0.6749241,0.4783365,0.43982077,0.65964687,0.43534327,0.47972453,0.38362196,0.5227981,0.8506952,0.792967,0.47071573,0.83741415,0.6522857,Crow
0.5657053,0.9271722,0.8141681,0.52864885,0.94892675,0.79365814,0.5269389,0.95116776,0.84374267,0.45955718,0.9065329,0.8282306,0.456193,0.9037412,0.81676835,0.44633296,0.7264127,0.6167656,0.43463877,0.7401952,0.70631194,0.59392995,0.46666762,0.73738235,0.62023735,0.5008255,0.88087386,0.859322,0.47473046,0.512452,0.88203824,0.4842355,0.87235177,0.07861222,0.3798623,0.7026644,0.07975337,0.39163697,0.7924527,0.4561038,0.5480146,0.3729793,0.4684523,0.58211344,0.8281688,0.3105751,0.20458323,0.45336324,0.31802338,0.19812109,0.9134165,Crow
0.5028113,0.11011814,0.6365799,0.47175094,0.09776804,0.7298116,0.4734022,0.09345406,0.67030907,0.40896493,0.13793886,0.7639537,0.41100305,0.13329026,0.8790054,0.38286027,0.27200335,0.82049036,0.3674746,0.28529334,0.71693337,0.5861208,0.48631868,0.76774055,0.5735529,0.5065023,0.67512244,0.8291907,0.52023685,0.7200221,0.8136997,0.526828,0.416379,0.12472352,0.64129484,0.7708108,0.12447168,0.6418489,0.8170549,0.47081935,0.45944464,0.73018456,0.4586047,0.4769569,0.70113534,0.380665,0.8112543,0.816445,0.38612443,0.8089315,0.8832538,Crow
0.56474537,0.87907326,0.72916454,0.5280839,0.89759964,0.8656122,0.52616644,0.89999723,0.8803032,0.45818913,0.8550213,0.8780097,0.45904046,0.8513466,0.91844,0.42716217,0.6860431,0.7272986,0.4349916,0.67966336,0.7474674,0.5848178,0.4192735,0.65466636,0.59434223,0.41356808,0.7901392,0.81517154,0.40828767,0.6288396,0.84757185,0.4038696,0.7991771,0.16093908,0.27080283,0.70821255,0.16287059,0.2522901,0.73502827,0.43137115,0.52914065,0.5591653,0.43416867,0.52570444,0.34164637,0.48992583,0.17151834,0.6458795,0.5253683,0.13435677,0.767009,Crow
0.54613477,0.15766029,0.68381,0.5168639,0.1324455,0.80658937,0.51846623,0.12966608,0.78470665,0.4437361,0.15860274,0.82791746,0.4481738,0.15831801,0.7458593,0.39717638,0.3126078,0.64130145,0.38286296,0.31366754,0.7642994,0.6207391,0.5091518,0.9181099,0.58651364,0.54176503,0.628261,0.8608369,0.51708305,0.78062767,0.79991657,0.5508457,0.69309705,0.12222683,0.66005975,0.56997144,0.11544779,0.66198856,0.7012323,0.46917045,0.45188984,0.82337695,0.45576313,0.5093951,0.6217913,0.45465067,0.82108504,0.81962675,0.45580757,0.8158973,0.64917636,Crow
0.55030644,0.82954866,0.52107936,0.52847075,0.86424947,0.68172693,0.5258344,0.8657351,0.72880924,0.42352003,0.856003,0.6121326,0.42236787,0.84728485,0.6266918,0.36902606,0.7100298,0.4323333,0.38425976,0.70514834,0.78267115,0.6522205,0.5354198,0.63012713,0.64675224,0.545236,0.794509,0.88561165,0.4511238,0.49181014,0.94756514,0.46157283,0.62847215,0.14249574,0.31666088,0.6718976,0.15872593,0.3057313,0.6122484,0.5037958,0.5905506,0.29522744,0.4920832,0.6145259,0.6548091,0.50685686,0.23672748,0.3848029,0.5142392,0.23647821,0.8682824,Crow
0.56089354,0.83643055,0.77471644,0.53927493,0.8693498,0.86371005,0.5385877,0.8721498,0.8855556,0.45362362,0.85904527,0.8220322,0.45520714,0.8577314,0.8787216,0.38743326,0.7204288,0.63711256,0.39828,0.71458465,0.6366502,0.63639075,0.54282403,0.66413105,0.6477196,0.54588735,0.93130636,0.8335304,0.48066646,0.74906147,0.8940312,0.47520167,0.7810236,0.11552028,0.37683362,0.7739745,0.11389318,0.35962045,0.7784497,0.48683885,0.5814895,0.52397287,0.48056525,0.5745739,0.38298565,0.42063665,0.2129419,0.83352005,0.43020704,0.19228691,0.8237268,Crow
0.4968311,0.2083413,0.75074077,0.47289523,0.19938464,0.79907084,0.47136125,0.20127383,0.80287796,0.4301386,0.24456738,0.91531396,0.43111667,0.2448357,0.89159673,0.41415426,0.3440098,0.770653,0.4109104,0.35121295,0.7539753,0.581049,0.45517918,0.8106419,0.584551,0.46159932,0.80206686,0.7585969,0.50424737,0.7584761,0.7274224,0.50880605,0.75338405,0.24178636,0.60335577,0.77819145,0.24100384,0.59761643,0.5378771,0.49364305,0.45505804,0.78647417,0.4903299,0.47676522,0.77642125,0.48041472,0.7336255,0.81530184,0.47673172,0.7227828,0.83203876,Crow
0.6159329,0.864939,0.6745885,0.5812615,0.883947,0.6990638,0.5769833,0.8864784,0.7830356,0.5031118,0.83668256,0.87676716,0.50094426,0.82878053,0.852896,0.45818874,0.6654145,0.5853498,0.47189748,0.6621613,0.7506869,0.5646114,0.37922785,0.6937789,0.5797258,0.3727555,0.8594996,0.762931,0.3962198,0.6222884,0.7996501,0.39914545,0.6780416,0.23026271,0.22902784,0.83269614,0.23237461,0.21505246,0.8473762,0.45749986,0.54953474,0.63630176,0.47432393,0.55209124,0.7898528,0.48995587,0.15977308,0.62885267,0.50405014,0.14496215,0.66398996,Crow
0.62564373,0.14470309,0.43955618,0.5908572,0.13224143,0.5790288,0.5987593,0.11977323,0.514521,0.52209073,0.19175267,0.5471636,0.53329116,0.17296809,0.16546613,0.49484292,0.31925166,0.7534557,0.45196417,0.3295269,0.4169406,0.6952786,0.56651056,0.6089988,0.69867545,0.5906185,0.46324435,0.98856443,0.56625736,0.7470789,0.9700846,0.6140542,0.469684,0.12794939,0.74484956,0.36026576,0.13886166,0.78455627,0.2389219,0.51153725,0.4527791,0.21712147,0.51374143,0.5486426,0.17840889,0.66877353,0.88255775,0.44710782,0.67079663,0.88417804,0.42347372,Crow
0.6511748,0.19494012,0.60409683,0.6283617,0.16724725,0.61827934,0.63072187,0.16447097,0.5930715,0.5360677,0.18468416,0.77455956,0.54329705,0.18462676,0.6885007,0.4604198,0.3175233,0.7295445,0.45341226,0.32172364,0.60138726,0.6591818,0.54499155,0.61575806,0.6429029,0.5471092,0.4186442,0.92107517,0.54437065,0.5801081,0.87267554,0.53836143,0.38635972,0.09827656,0.6479487,0.822561,0.1077699,0.64632916,0.80462617,0.4771734,0.45164347,0.637545,0.4578861,0.4697688,0.6419089,0.44943,0.8254987,0.709603,0.4443238,0.8144528,0.6077052,Crow
0.66918755,0.12903632,0.617143,0.65165514,0.10029025,0.7317493,0.6524739,0.09706039,0.7120952,0.5652322,0.10542644,0.70464665,0.56877565,0.10502592,0.53960305,0.5233734,0.23373082,0.7118678,0.45701492,0.25659835,0.56783307,0.68030673,0.480599,0.8650837,0.59293264,0.4881343,0.376073,0.8808415,0.4938657,0.5709693,0.78818494,0.52425003,0.46809533,0.19554612,0.586774,0.78302056,0.19071838,0.5905605,0.78382415,0.59796953,0.4396417,0.49961168,0.5115459,0.5243149,0.7249078,0.49035618,0.8026848,0.6899916,0.44503766,0.78784084,0.3618394,Crow
0.5167646,0.8428458,0.57704306,0.48439622,0.8710489,0.6831969,0.48055848,0.87117356,0.82201755,0.39326683,0.83197445,0.7328642,0.39177486,0.8236381,0.81486124,0.3304824,0.66754866,0.563587,0.34972814,0.66879475,0.62533337,0.5893685,0.46252528,0.46599278,0.6071378,0.47653136,0.8605567,0.85146564,0.4313237,0.33280575,0.9054122,0.45017886,0.69079465,0.15588106,0.25171953,0.73560554,0.16181831,0.2415065,0.758846,0.45194763,0.5258734,0.28067002,0.47103494,0.56350046,0.61669844,0.47363594,0.16935633,0.5392305,0.49953538,0.16270645,0.67422545,Crow
0.66059875,0.28743804,0.75837827,0.6488657,0.2613122,0.8036842,0.6499048,0.26006186,0.790329,0.5701011,0.26433954,0.8361971,0.57085484,0.2627997,0.7824983,0.522898,0.35675645,0.61697656,0.5164217,0.35713056,0.5621354,0.7160422,0.45273578,0.701679,0.7090447,0.45890993,0.60077,0.90901226,0.5221544,0.4993066,0.8973632,0.52752286,0.5731124,0.3055911,0.6347025,0.87777907,0.30676255,0.6265881,0.82993317,0.546316,0.4413643,0.6211524,0.5667916,0.4632198,0.5729279,0.56965077,0.7370199,0.7430084,0.5711837,0.7199844,0.5842116,Crow
0.560574,0.93225956,0.74799126,0.52071494,0.9497606,0.7515772,0.5204421,0.9502787,0.8261871,0.44750983,0.9051334,0.77236605,0.44843343,0.89787537,0.7196544,0.40984648,0.7267345,0.57705325,0.4228471,0.7128619,0.69899607,0.5876767,0.42562938,0.53755504,0.6059202,0.42635465,0.6257459,0.8229781,0.42022264,0.4673037,0.8648854,0.4284992,0.85915834,0.11760569,0.2718691,0.68988425,0.12545016,0.24673812,0.5577134,0.4282193,0.5675248,0.6169217,0.43475893,0.5723449,0.51988703,0.48045287,0.17089453,0.61672616,0.51961607,0.14154176,0.5449389,Crow
0.54489714,0.82934475,0.7092998,0.55639684,0.8604893,0.7866751,0.51561135,0.8634515,0.7164642,0.5333723,0.85145575,0.55955553,0.42376146,0.85798925,0.7676378,0.40162992,0.70816934,0.6088565,0.41552073,0.7126738,0.85024256,0.67209506,0.4943413,0.6894806,0.6841273,0.5034265,0.905061,0.8816042,0.42404237,0.699257,0.93494886,0.41406778,0.84685034,0.14895564,0.32149833,0.8885086,0.15488483,0.30499157,0.8934796,0.5148989,0.5534594,0.61379415,0.5188518,0.5683659,0.8074637,0.47037444,0.1723753,0.543171,0.47307444,0.15168864,0.81284916,Crow
0.56492054,0.36447352,0.68159354,0.55420727,0.3519167,0.7535763,0.5516023,0.35290134,0.77891594,0.51775134,0.3652245,0.7676635,0.5146957,0.36221653,0.66495204,0.50615513,0.4090305,0.7986997,0.48156226,0.41851515,0.76134676,0.57569814,0.52943575,0.7128931,0.564929,0.5258083,0.7972304,0.6886437,0.52041835,0.63720524,0.6616524,0.52113765,0.6645572,0.3192472,0.59327626,0.8389105,0.31950352,0.58894527,0.73887646,0.5178693,0.48599795,0.40313002,0.5030139,0.47987503,0.5080909,0.5073036,0.66077965,0.48278716,0.49251682,0.6498064,0.6067428,Crow
0.5821217,0.8043716,0.7975059,0.55510724,0.82377756,0.71562994,0.5552849,0.82594204,0.7346126,0.49159852,0.79003036,0.89817363,0.4919026,0.7891697,0.9046876,0.4453254,0.66816664,0.69792134,0.45841545,0.6728609,0.8631497,0.5881393,0.4604573,0.60142285,0.60336435,0.45646143,0.90888774,0.7529211,0.4652647,0.7819893,0.8238193,0.45745647,0.81963754,0.18230826,0.3356519,0.57401717,0.17984617,0.32865477,0.6502594,0.4710452,0.5165169,0.47763574,0.47601128,0.5344207,0.8191824,0.48367983,0.21027271,0.6084259,0.49409032,0.2031998,0.88948643,Crow
0.54918385,0.30973855,0.60213935,0.53048486,0.30382514,0.6496861,0.53037137,0.3022151,0.6341278,0.49884912,0.3437661,0.6333455,0.5036264,0.33506036,0.55834013,0.49387556,0.43001562,0.7513887,0.49098653,0.42291564,0.6615949,0.58539456,0.56426746,0.7698367,0.5833661,0.5567505,0.44832823,0.7086256,0.5248842,0.6605721,0.6955361,0.51941353,0.39526132,0.31528386,0.6242076,0.55794996,0.3169279,0.6091606,0.48282877,0.48351744,0.55298567,0.33955422,0.45621264,0.5397358,0.37067693,0.41994864,0.70215845,0.36175287,0.41760728,0.6949186,0.32029206,Crow
0.72973794,0.3042757,0.6824895,0.7128032,0.28693065,0.81626934,0.71376324,0.28651005,0.7875544,0.6543949,0.30139863,0.6870671,0.65786356,0.2968259,0.6791818,0.6248274,0.37122914,0.68981487,0.61310446,0.37422764,0.68871593,0.7481468,0.51768297,0.63961315,0.7379406,0.5152312,0.8431704,0.89513063,0.5175822,0.778645,0.8797845,0.5178439,0.77848274,0.4272231,0.60791487,0.8456841,0.4266115,0.60596323,0.7931153,0.679858,0.47923702,0.8219268,0.66745585,0.48903307,0.657485,0.5843053,0.7000924,0.7687417,0.58325166,0.6941092,0.7280859,Crow
0.5217482,0.36453593,0.5066549,0.5146033,0.3494894,0.5643342,0.5119515,0.34927255,0.49638256,0.46855003,0.36077675,0.49929702,0.46956152,0.35251877,0.46197346,0.4146851,0.44011787,0.7718305,0.41950625,0.42167008,0.5775652,0.5073673,0.55518824,0.6164202,0.50913054,0.55214244,0.7053319,0.64132184,0.5554806,0.792912,0.6289576,0.5532161,0.6698692,0.2825488,0.6449169,0.7454081,0.2921361,0.642332,0.5104187,0.43293214,0.5092535,0.58800346,0.4341704,0.5183386,0.50850993,0.52168065,0.73093,0.5488858,0.5194163,0.7270794,0.7340659,Crow
0.6027844,0.8606446,0.7509328,0.58020014,0.88920814,0.63065046,0.57804877,0.8901934,0.7328504,0.4997185,0.86684436,0.8647309,0.49745995,0.8593846,0.85021895,0.40080974,0.7128911,0.7384653,0.45114052,0.6962418,0.6401296,0.62519526,0.44983968,0.40369147,0.67177016,0.4629031,0.7366765,0.81711876,0.44614223,0.66435677,0.9168088,0.44452763,0.8102449,0.12983991,0.31267524,0.8570348,0.13954152,0.31707323,0.66031,0.48311108,0.5149125,0.58706844,0.5248384,0.5553188,0.68966377,0.5800604,0.16638422,0.6516428,0.6056937,0.15909338,0.79259,Crow
0.09245279,0.7184337,0.7061089,0.07423271,0.7168736,0.84659,0.0710284,0.6974769,0.8914536,0.08211701,0.68412536,0.6951304,0.0779236,0.6386178,0.7187475,0.18757321,0.7456217,0.63356256,0.17663696,0.554711,0.7776834,0.31904083,0.8329215,0.8541189,0.18844992,0.38080698,0.87959486,0.39736858,0.7842205,0.90181214,0.16470094,0.24117187,0.8125246,0.45918056,0.7060427,0.94832087,0.42680526,0.6086699,0.87635976,0.7104983,0.6747955,0.89697057,0.3568023,0.38507292,0.85128534,0.9422612,0.6318573,0.9250957,0.25469863,0.16024902,0.8425066,Extended Hand to Toe
0.11760885,0.5579503,0.9000264,0.09642715,0.5792755,0.7065599,0.09931874,0.5555406,0.89603007,0.1024871,0.6346365,0.9278949,0.10417532,0.57898045,0.7224142,0.2056712,0.6979959,0.81512564,0.21413192,0.5208644,0.71170825,0.33266822,0.8015978,0.8807332,0.23454241,0.40755528,0.92923564,0.44761622,0.7107435,0.861016,0.24226868,0.28818047,0.89562017,0.4726065,0.6249725,0.8161426,0.44994873,0.5529016,0.9095111,0.7068394,0.59761184,0.94628143,0.4333731,0.40965134,0.59592694,0.92963564,0.60719424,0.91267943,0.36269468,0.22197406,0.9401056,Extended Hand to Toe
0.18611333,0.5162022,0.6321136,0.17174883,0.5324006,0.77398723,0.17040078,0.51951945,0.7967853,0.18386866,0.57903075,0.73344773,0.17955302,0.54855525,0.7102385,0.26838526,0.6373562,0.8515554,0.2501012,0.4866673,0.9160322,0.17864133,0.72739106,0.85151064,0.1861549,0.37730798,0.9470085,0.09484963,0.8135737,0.87261915,0.1201544,0.26864535,0.8605415,0.51512885,0.4774834,0.8551779,0.4605696,0.42660493,0.83293825,0.7450336,0.4694869,0.9214757,0.31553167,0.28479794,0.91224056,0.927976,0.47284594,0.88859624,0.17020446,0.16081913,0.87707347,Extended Hand to Toe
0.10946456,0.4104898,0.8489773,0.09082299,0.4309484,0.88919777,0.09030246,0.41733986,0.7114537,0.10069742,0.48881945,0.92970294,0.09699723,0.4580732,0.735712,0.19624406,0.5703122,0.9134636,0.2010912,0.385355,0.93399715,0.20417634,0.726737,0.9033962,0.18575887,0.23831254,0.95159125,0.20906052,0.8701081,0.9472615,0.1453195,0.10658784,0.92304724,0.47551817,0.538364,0.7545655,0.5072057,0.44204155,0.78199357,0.4008871,0.71019846,0.8941322,0.74632424,0.47968206,0.91062945,0.31755695,0.89638424,0.48973942,0.96502554,0.5331023,0.85986376,Extended Hand to Toe
0.10550274,0.37580928,0.60487086,0.08714087,0.3925621,0.9269844,0.08562775,0.35827416,0.8609585,0.09424266,0.417278,0.8499924,0.09529579,0.33986768,0.8835124,0.16238779,0.4620625,0.8789503,0.20065339,0.2971159,0.93466574,0.10342814,0.5641661,0.6990729,0.2712594,0.28372264,0.26698896,0.0207756,0.6570789,0.90727574,0.06622232,0.2652732,0.38499743,0.41649634,0.48661003,0.8692368,0.463177,0.4189354,0.6414275,0.223232,0.6384809,0.7801801,0.70021373,0.46488023,0.9258442,0.03224818,0.7162696,0.47794464,0.93335545,0.46506307,0.9146206,Extended Hand to Toe
0.11351625,0.5859118,0.72588676,0.09484441,0.5902741,0.50439227,0.09625891,0.56171745,0.46979448,0.10479117,0.57524234,0.18751195,0.11358113,0.5065773,0.6315582,0.22965442,0.6234651,0.7861185,0.232048,0.4468063,0.880514,0.23220544,0.7753038,0.7206906,0.30919507,0.3049244,0.6166508,0.21684697,0.9199611,0.6521267,0.37521082,0.1752142,0.51352763,0.50063807,0.58933914,0.85159355,0.48123994,0.47710142,0.5282031,0.70933795,0.57842726,0.8552317,0.5130952,0.26127434,0.49636573,0.89771825,0.57793957,0.6872775,0.5014923,0.05938127,0.61555266,Extended Hand to Toe
