Keypoints,Class
"[[0.16679192 0.05105482 0.62032753]
 [0.19699657 0.06527412 0.53634024]
 [0.19973505 0.06704924 0.618999  ]
 [0.21973604 0.18105718 0.76689166]
 [0.21903026 0.18656021 0.70419407]
 [0.16978975 0.3272075  0.658726  ]
 [0.17635673 0.31943616 0.7493515 ]
 [0.5460588  0.3401891  0.5585631 ]
 [0.54785883 0.3326289  0.49273157]
 [0.8439744  0.26908207 0.42372185]
 [0.85913146 0.26700762 0.31300175]
 [0.40602034 0.8194707  0.85341585]
 [0.40218785 0.81849444 0.6722258 ]
 [0.91689813 0.77745825 0.7609418 ]
 [0.93882966 0.7912431  0.8306351 ]
 [0.9401401  0.3138143  0.51533973]
 [0.950516   0.31397933 0.4417167 ]]",Camel
"[[0.18960924 0.94587004 0.5078037 ]
 [0.22815312 0.92873675 0.5831132 ]
 [0.22391203 0.9344572  0.6196085 ]
 [0.23963545 0.8142652  0.7285681 ]
 [0.24195069 0.8140557  0.7139244 ]
 [0.18235981 0.6851135  0.7313844 ]
 [0.18491589 0.6723336  0.77244043]
 [0.524766   0.65044904 0.75428694]
 [0.522169   0.6580128  0.56589603]
 [0.8041769  0.7222593  0.40157017]
 [0.8149182  0.70587546 0.5322523 ]
 [0.43002185 0.19131605 0.78263503]
 [0.43095806 0.19997974 0.52467924]
 [0.9334088  0.2185373  0.9032069 ]
 [0.8853295  0.24116239 0.5101788 ]
 [0.93183064 0.6759914  0.49550372]
 [0.8956292  0.66525817 0.6419512 ]]",Camel
"[[0.04490367 0.20819142 0.64905846]
 [0.07772747 0.20357996 0.5536226 ]
 [0.07745938 0.2081018  0.59668916]
 [0.12597273 0.2728041  0.79508126]
 [0.1300185  0.27615753 0.6902559 ]
 [0.14281096 0.40034363 0.6742014 ]
 [0.15890707 0.3858557  0.74463665]
 [0.4575649  0.40908974 0.6139238 ]
 [0.46178228 0.39508128 0.64596236]
 [0.7318663  0.36964518 0.40927613]
 [0.756896   0.3517569  0.7120165 ]
 [0.4887635  0.7685146  0.8037278 ]
 [0.5033589  0.759237   0.56198514]
 [0.86854255 0.68732774 0.08009154]
 [0.935488   0.7963356  0.32322356]
 [0.9132297  0.36933887 0.56330365]
 [0.9291539  0.35970908 0.53402495]]",Camel
"[[0.02277884 0.2760436  0.7248069 ]
 [0.04096512 0.2460451  0.76177466]
 [0.04589491 0.24102947 0.75170326]
 [0.13368918 0.2479947  0.77902675]
 [0.1411134  0.24759021 0.8282975 ]
 [0.26344603 0.38449022 0.8018066 ]
 [0.2899198  0.3579819  0.9477254 ]
 [0.56891316 0.4234574  0.6748774 ]
 [0.58651084 0.39934552 0.8583814 ]
 [0.7923429  0.416631   0.5026044 ]
 [0.8103956  0.39174795 0.5500182 ]
 [0.49129963 0.78505033 0.7805624 ]
 [0.49706614 0.77995163 0.776889  ]
 [0.8652329  0.80865705 0.565024  ]
 [0.96195585 0.8421323  0.66753125]
 [0.89184976 0.4467595  0.7369106 ]
 [0.9501038  0.42244864 0.7520946 ]]",Camel
"[[0.07525036 0.9345145  0.54291356]
 [0.11207242 0.93330145 0.80288446]
 [0.11386998 0.93591917 0.64152837]
 [0.1614416  0.8390849  0.8823908 ]
 [0.1639811  0.8413781  0.7057108 ]
 [0.17466845 0.69869107 0.8244758 ]
 [0.17630343 0.68656105 0.79529107]
 [0.52145207 0.66780066 0.8078046 ]
 [0.5146827  0.67426455 0.7225249 ]
 [0.83634096 0.74845415 0.45106384]
 [0.8261509  0.7415166  0.5768955 ]
 [0.36145806 0.17973965 0.77932763]
 [0.36947393 0.1738963  0.7635787 ]
 [0.9316557  0.16181286 0.8955182 ]
 [0.86431336 0.18830903 0.59406865]
 [0.9185321  0.6457571  0.551281  ]
 [0.8815762  0.6355839  0.57698333]]",Camel
"[[0.02433948 0.29436463 0.75583506]
 [0.03697183 0.2650517  0.71555376]
 [0.04376509 0.25581637 0.7466669 ]
 [0.13028795 0.25598514 0.8648831 ]
 [0.14154842 0.25092492 0.84511375]
 [0.256041   0.39814013 0.7574857 ]
 [0.27953318 0.3856071  0.94204915]
 [0.5595455  0.4386396  0.8558123 ]
 [0.56535584 0.42101797 0.6888101 ]
 [0.80664665 0.42045134 0.5495509 ]
 [0.8383607  0.41235703 0.6714281 ]
 [0.47591528 0.79158056 0.8920691 ]
 [0.47866362 0.79331946 0.7658776 ]
 [0.87935317 0.7493672  0.75862265]
 [0.9448338  0.7920752  0.91786677]
 [0.8786945  0.39862183 0.67201364]
 [0.92954075 0.36309162 0.7344923 ]]",Camel
"[[0.08553246 0.8474639  0.512544  ]
 [0.11807466 0.84484714 0.7467211 ]
 [0.11824226 0.8455567  0.5991821 ]
 [0.16032933 0.76277524 0.9054603 ]
 [0.15863928 0.76305556 0.8245828 ]
 [0.19769123 0.6453415  0.86328423]
 [0.19296908 0.60765535 0.82261145]
 [0.5263289  0.6054882  0.59281623]
 [0.5117026  0.6014155  0.8865003 ]
 [0.775418   0.68305546 0.5187535 ]
 [0.77302194 0.66498786 0.5929065 ]
 [0.41382053 0.21593647 0.81251115]
 [0.41560787 0.19420944 0.63146114]
 [0.93456656 0.25025818 0.9049405 ]
 [0.8784609  0.27041072 0.6043709 ]
 [0.9382444  0.74774164 0.7091256 ]
 [0.87817895 0.69952136 0.49831375]]",Camel
"[[0.00305198 0.2014112  0.80142885]
 [0.02473096 0.17968129 0.8279118 ]
 [0.03016248 0.17491414 0.70669216]
 [0.12671593 0.20079856 0.7472844 ]
 [0.13954616 0.20150042 0.87244403]
 [0.23104575 0.36510605 0.7652091 ]
 [0.25659037 0.33917087 0.8324874 ]
 [0.55340904 0.32632297 0.8609002 ]
 [0.5595646  0.319437   0.7411008 ]
 [0.7933431  0.2597528  0.3990023 ]
 [0.8264579  0.24903956 0.7217261 ]
 [0.46111465 0.814667   0.75069207]
 [0.46057364 0.8248309  0.75011903]
 [0.9219851  0.7576247  0.82750756]
 [0.9404211  0.76569587 0.84960896]
 [0.9314516  0.31114137 0.79257196]
 [0.9336873  0.30013657 0.6749834 ]]",Camel
"[[0.00832    0.78265274 0.7577982 ]
 [0.02598587 0.8118353  0.80183744]
 [0.02213463 0.813602   0.77056336]
 [0.12300468 0.80475664 0.83417344]
 [0.11602782 0.80938333 0.78912395]
 [0.23007743 0.6841234  0.7354682 ]
 [0.20362061 0.66540873 0.69180626]
 [0.5328274  0.6265774  0.7387739 ]
 [0.51756567 0.6283487  0.48088896]
 [0.79510707 0.6601757  0.58335114]
 [0.7830785  0.6548326  0.34788296]
 [0.41430998 0.22816075 0.7753153 ]
 [0.40798432 0.22083883 0.688167  ]
 [0.9032192  0.21677518 0.77510387]
 [0.89141846 0.21649471 0.32459632]
 [0.8842117  0.6082925  0.4910389 ]
 [0.8750583  0.6035182  0.40404227]]",Camel
"[[0.09085295 0.83308303 0.4950209 ]
 [0.14083934 0.82711756 0.58656764]
 [0.13395302 0.83239675 0.6403085 ]
 [0.15761636 0.72898155 0.8062914 ]
 [0.16501641 0.7330288  0.71747154]
 [0.12075415 0.6308404  0.7768409 ]
 [0.12378781 0.63473    0.5539261 ]
 [0.47214404 0.6083191  0.7164712 ]
 [0.46699354 0.61877656 0.8546865 ]
 [0.79589176 0.70244116 0.5059636 ]
 [0.7959926  0.70200133 0.6555836 ]
 [0.40905517 0.24308996 0.6950932 ]
 [0.40653777 0.23459464 0.7023988 ]
 [0.931561   0.20813502 0.838819  ]
 [0.91303295 0.22838962 0.5956916 ]
 [0.92521626 0.691809   0.59228903]
 [0.905816   0.6883978  0.5655507 ]]",Camel
"[[0.07247326 0.16943552 0.60921097]
 [0.1117176  0.17339712 0.66515064]
 [0.11153359 0.17726803 0.6948299 ]
 [0.16570804 0.27265248 0.85972714]
 [0.16932783 0.27451298 0.7879577 ]
 [0.12911704 0.4453203  0.6147492 ]
 [0.17836401 0.4043938  0.7536207 ]
 [0.48839194 0.39958873 0.51720226]
 [0.4968541  0.38344344 0.77779716]
 [0.7165211  0.3171441  0.48661473]
 [0.7843873  0.3068903  0.3212821 ]
 [0.43465164 0.80120856 0.4763386 ]
 [0.43736678 0.7894211  0.49579832]
 [0.8318008  0.68755823 0.63621235]
 [0.9280263  0.69696707 0.8297375 ]
 [0.8774755  0.296377   0.56144494]
 [0.9310883  0.28065148 0.6387346 ]]",Camel
"[[0.07604824 0.09246484 0.6002866 ]
 [0.12275389 0.09555721 0.46492922]
 [0.12048317 0.09097245 0.56577575]
 [0.16699803 0.18667184 0.8299277 ]
 [0.17428897 0.18729109 0.6724884 ]
 [0.14951158 0.3516572  0.6593295 ]
 [0.18697917 0.33511308 0.8014163 ]
 [0.51819044 0.3787384  0.76103914]
 [0.5167282  0.3630479  0.80341625]
 [0.80726486 0.3351276  0.5300161 ]
 [0.8128306  0.32445648 0.7357409 ]
 [0.41433135 0.8462424  0.73292696]
 [0.4067607  0.82475287 0.77894384]
 [0.9106337  0.83951557 0.7442484 ]
 [0.9417094  0.8408683  0.89966613]
 [0.89485216 0.38831195 0.66833603]
 [0.9177145  0.3760416  0.72478503]]",Camel
"[[0.23340423 0.8352768  0.09736197]
 [0.16895233 0.86455363 0.3938039 ]
 [0.17242663 0.8672679  0.39521578]
 [0.17683296 0.80426687 0.29247814]
 [0.17272271 0.806019   0.5360353 ]
 [0.15405956 0.62381387 0.57400316]
 [0.15882987 0.6382254  0.51620543]
 [0.5117152  0.54890776 0.4687874 ]
 [0.5035609  0.55077595 0.5460177 ]
 [0.79658526 0.5730509  0.5957254 ]
 [0.7914643  0.5720256  0.52206016]
 [0.45213145 0.17539689 0.74808526]
 [0.44973394 0.15192002 0.7437258 ]
 [0.9492158  0.14065526 0.6535047 ]
 [0.9350632  0.14577433 0.3924217 ]
 [0.9376919  0.5854471  0.42103073]
 [0.91605765 0.5763977  0.45716828]]",Camel
"[[0.13622507 0.08793759 0.4507804 ]
 [0.1725125  0.08729552 0.48401913]
 [0.17417346 0.09475534 0.39102006]
 [0.18578577 0.17970346 0.74871296]
 [0.18556894 0.17966498 0.5970293 ]
 [0.14654079 0.35531208 0.52067125]
 [0.15136608 0.30962336 0.5691723 ]
 [0.46220672 0.37896115 0.8157626 ]
 [0.45325166 0.36040044 0.6840377 ]
 [0.74622494 0.32786262 0.6856232 ]
 [0.7421024  0.32351986 0.4379598 ]
 [0.3545595  0.77035713 0.77123743]
 [0.34234184 0.7853733  0.76313245]
 [0.87782055 0.7345551  0.5166935 ]
 [0.9090952  0.74652106 0.8386831 ]
 [0.83680433 0.3493203  0.5813487 ]
 [0.90562314 0.21115701 0.47781596]]",Camel
"[[0.03694241 0.2853487  0.6255677 ]
 [0.04745558 0.26169407 0.52085257]
 [0.0593332  0.25139707 0.5030102 ]
 [0.13313735 0.26260892 0.63899934]
 [0.1511264  0.25221154 0.7981047 ]
 [0.24118187 0.40739983 0.65623134]
 [0.27568984 0.3761554  0.7470434 ]
 [0.5294398  0.38667575 0.5553748 ]
 [0.5431221  0.37531447 0.6972058 ]
 [0.7498232  0.36167374 0.42370996]
 [0.78237164 0.3481353  0.5060519 ]
 [0.49664307 0.772651   0.61422455]
 [0.5072202  0.76963365 0.6506748 ]
 [0.82599956 0.7107145  0.1642318 ]
 [0.91348296 0.76482403 0.7731418 ]
 [0.8285205  0.40018576 0.479438  ]
 [0.8822148  0.3727756  0.6163583 ]]",Camel
"[[0.05886163 0.86040586 0.6284873 ]
 [0.10034321 0.8592643  0.6783972 ]
 [0.1000742  0.8676322  0.5893004 ]
 [0.15639424 0.7618387  0.86676145]
 [0.15913486 0.76907206 0.6849402 ]
 [0.1660904  0.6343283  0.7725533 ]
 [0.14015114 0.63151044 0.59813786]
 [0.5115038  0.5872142  0.84115756]
 [0.4921317  0.6050554  0.4846977 ]
 [0.76286376 0.63888645 0.41862935]
 [0.7561227  0.6456572  0.33704603]
 [0.40330327 0.21536008 0.73894566]
 [0.40894568 0.26077375 0.59869105]
 [0.9270765  0.1640566  0.85627806]
 [0.8400285  0.25511432 0.57086194]
 [0.9576401  0.65413463 0.5383494 ]
 [0.89768094 0.63609296 0.34126693]]",Camel
"[[0.04485138 0.8028465  0.5739404 ]
 [0.08009821 0.7998205  0.7269585 ]
 [0.07612843 0.7996975  0.64193183]
 [0.12743846 0.7145322  0.8791306 ]
 [0.13028435 0.71784157 0.7482972 ]
 [0.15046209 0.6097897  0.8617143 ]
 [0.15701447 0.6222714  0.53193116]
 [0.45365602 0.5877035  0.6759651 ]
 [0.4438625  0.62798685 0.5341768 ]
 [0.71157455 0.64937085 0.7402818 ]
 [0.70828867 0.6538315  0.77834433]
 [0.4543787  0.26112202 0.8690499 ]
 [0.4584492  0.26665986 0.8254124 ]
 [0.94179094 0.23957151 0.9079967 ]
 [0.9030629  0.25732985 0.7809888 ]
 [0.9189085  0.67051685 0.48968887]
 [0.8899179  0.66329795 0.67058855]]",Camel
"[[0.08689366 0.44436976 0.80098623]
 [0.07860354 0.40553874 0.53547215]
 [0.0759139  0.40461054 0.77258956]
 [0.1388632  0.35983703 0.7382176 ]
 [0.1409803  0.3588231  0.6992415 ]
 [0.27326348 0.44402465 0.8605974 ]
 [0.29204947 0.40894815 0.8940452 ]
 [0.5278178  0.42896    0.77000433]
 [0.5365223  0.4187479  0.76755404]
 [0.7389112  0.39077124 0.7404357 ]
 [0.7459419  0.37722465 0.71071476]
 [0.55196387 0.7122923  0.6580852 ]
 [0.5619311  0.697495   0.69475365]
 [0.9157077  0.6714199  0.44763622]
 [0.9531278  0.68670434 0.724174  ]
 [0.9198209  0.3518992  0.79610026]
 [0.9411077  0.34260467 0.5579511 ]]",Camel
"[[0.11958018 0.87502414 0.59438354]
 [0.15206538 0.8681805  0.58022356]
 [0.14625491 0.8734577  0.6400113 ]
 [0.1859586  0.7931775  0.739869  ]
 [0.18542276 0.79380953 0.7160058 ]
 [0.09508295 0.64032346 0.7298829 ]
 [0.11304503 0.66466486 0.35283193]
 [0.44976866 0.65128434 0.76407504]
 [0.43824068 0.6628003  0.6735907 ]
 [0.73279196 0.7056556  0.4962018 ]
 [0.6995408  0.7001002  0.25931865]
 [0.3798676  0.18345349 0.6958958 ]
 [0.3919706  0.19039686 0.65581983]
 [0.9320246  0.23398337 0.78259265]
 [0.8422211  0.25805733 0.5067891 ]
 [0.89569145 0.7278666  0.41576084]
 [0.8118484  0.62723863 0.32886192]]",Camel
"[[0.15503034 0.8827435  0.7435938 ]
 [0.17432827 0.8733402  0.6754915 ]
 [0.1747416  0.87540114 0.5883781 ]
 [0.21032456 0.7919853  0.8894364 ]
 [0.21023364 0.7914949  0.78063923]
 [0.20917821 0.65790564 0.74003315]
 [0.20600477 0.65281177 0.754726  ]
 [0.5111429  0.6128632  0.77652526]
 [0.5045527  0.6231473  0.90753794]
 [0.7968706  0.69712454 0.67830133]
 [0.7820208  0.6786381  0.5392082 ]
 [0.41551742 0.21726759 0.7217233 ]
 [0.42086866 0.22030136 0.5237051 ]
 [0.9128522  0.25637937 0.8130199 ]
 [0.8567076  0.2973053  0.5580462 ]
 [0.93391347 0.71401334 0.54176164]
 [0.89466524 0.68919456 0.5639392 ]]",Camel
"[[0.10448689 0.90048516 0.3930521 ]
 [0.1498886  0.86618024 0.3591625 ]
 [0.14425181 0.8954999  0.46219978]
 [0.1578095  0.790502   0.4635146 ]
 [0.17128709 0.81736547 0.55622065]
 [0.11077274 0.63670516 0.43548903]
 [0.14272012 0.6592423  0.47955525]
 [0.416965   0.6417328  0.06446422]
 [0.52637714 0.6530634  0.56910896]
 [0.8096046  0.7068461  0.26983106]
 [0.79260623 0.7089864  0.44024876]
 [0.41555393 0.17678572 0.6582171 ]
 [0.41487914 0.23357548 0.57318306]
 [0.90338457 0.19716933 0.74481654]
 [0.8161015  0.26602724 0.2970478 ]
 [0.84165883 0.6720316  0.11918931]
 [0.81668055 0.6780922  0.21792312]]",Camel
"[[0.05413894 0.82901746 0.7230787 ]
 [0.09081993 0.8224039  0.55722964]
 [0.08452836 0.8238602  0.59638196]
 [0.13719535 0.72390336 0.7923396 ]
 [0.13293858 0.7242206  0.79681265]
 [0.16740182 0.6036884  0.90430325]
 [0.1414749  0.59725803 0.7206644 ]
 [0.49536556 0.59359205 0.63912797]
 [0.46256053 0.6163418  0.58486116]
 [0.7766429  0.65891576 0.5898701 ]
 [0.7199267  0.67957747 0.6001121 ]
 [0.41455412 0.22113319 0.58355886]
 [0.39428675 0.2524526  0.6766888 ]
 [0.9174008  0.23094396 0.85430187]
 [0.7821086  0.32105944 0.66649085]
 [0.9219876  0.6699876  0.51482284]
 [0.8125073  0.6713713  0.37251922]]",Camel
"[[0.15341175 0.16934699 0.14740513]
 [0.16261476 0.16559583 0.27319232]
 [0.1414632  0.15526526 0.333905  ]
 [0.21234289 0.21342412 0.40559432]
 [0.16564101 0.2085588  0.3149315 ]
 [0.19141404 0.38632402 0.44121206]
 [0.2124105  0.35148    0.5471143 ]
 [0.5466566  0.3918801  0.4412518 ]
 [0.5375864  0.38615072 0.4936555 ]
 [0.8154962  0.36985454 0.290138  ]
 [0.8355588  0.35928828 0.50662047]
 [0.42373544 0.85367155 0.5540051 ]
 [0.4377118  0.84064186 0.49241754]
 [0.84261024 0.8205272  0.17767437]
 [0.94787127 0.8543663  0.4013209 ]
 [0.85929203 0.4297323  0.3814683 ]
 [0.94415367 0.40144128 0.36855805]]",Camel
"[[0.14266348 0.09646362 0.63864034]
 [0.18325269 0.10638051 0.6067411 ]
 [0.1828751  0.10991522 0.6418891 ]
 [0.20117047 0.2112553  0.78036004]
 [0.20045376 0.21436512 0.75063086]
 [0.14079668 0.34248558 0.64986575]
 [0.14275034 0.33103192 0.64126134]
 [0.45727268 0.38412532 0.69863915]
 [0.46036398 0.37792313 0.8022247 ]
 [0.7391093  0.3468363  0.34807944]
 [0.75498    0.3517389  0.6724099 ]
 [0.4370339  0.8000035  0.6888008 ]
 [0.43635222 0.81507796 0.6475725 ]
 [0.82329285 0.6983992  0.7808042 ]
 [0.9219241  0.7972187  0.8554853 ]
 [0.89005595 0.3249208  0.47900197]
 [0.9423015  0.30800578 0.6700418 ]]",Camel
"[[0.10579718 0.15646121 0.60479754]
 [0.14514586 0.16489512 0.69445497]
 [0.15039976 0.16941573 0.599677  ]
 [0.16865996 0.25850886 0.8362723 ]
 [0.17064172 0.2608353  0.7867167 ]
 [0.13158587 0.36068177 0.7667977 ]
 [0.13729696 0.37091494 0.5732883 ]
 [0.46722198 0.38953823 0.40748686]
 [0.47385305 0.39121827 0.80941147]
 [0.8055387  0.29368395 0.4193252 ]
 [0.81452155 0.28860834 0.50954866]
 [0.44084892 0.77773434 0.6569441 ]
 [0.448286   0.77327174 0.49013385]
 [0.87497735 0.73501074 0.28081805]
 [0.9394039  0.8127659  0.8238535 ]
 [0.9110792  0.31993663 0.4901981 ]
 [0.92237836 0.30441317 0.6557019 ]]",Camel
"[[0.02328163 0.1829501  0.6447613 ]
 [0.05108849 0.17830165 0.79085606]
 [0.04935983 0.17942296 0.8118787 ]
 [0.13148949 0.23610555 0.66115516]
 [0.13626139 0.23426561 0.78960025]
 [0.18338437 0.37920988 0.59780294]
 [0.20315783 0.36501652 0.84847045]
 [0.48398393 0.3983291  0.5699967 ]
 [0.49319065 0.3939883  0.7307844 ]
 [0.7581552  0.3539853  0.46640807]
 [0.76238066 0.34848434 0.7244042 ]
 [0.47681418 0.72407115 0.6235671 ]
 [0.47433373 0.7551803  0.7241397 ]
 [0.9069525  0.6718561  0.59539294]
 [0.92541516 0.698448   0.66253984]
 [0.87253445 0.3205832  0.2842797 ]
 [0.9065006  0.28151432 0.42212504]]",Camel
"[[0.45532477 0.6348973  0.41293636]
 [0.46629518 0.63457173 0.5092429 ]
 [0.46898755 0.63515764 0.46795312]
 [0.48093277 0.59704983 0.5918753 ]
 [0.4837776  0.5990136  0.635711  ]
 [0.47594687 0.5560699  0.7452793 ]
 [0.47547838 0.5581278  0.6217269 ]
 [0.6063647  0.5444917  0.68019927]
 [0.6029983  0.5488071  0.49817765]
 [0.72030985 0.56444436 0.58312035]
 [0.720769   0.5626856  0.42497286]
 [0.64075553 0.41148624 0.44715524]
 [0.63165987 0.41103855 0.6286613 ]
 [0.76100886 0.3987281  0.3110129 ]
 [0.7515813  0.46865246 0.11464426]
 [0.769439   0.569149   0.22169742]
 [0.7713362  0.55402935 0.5543107 ]]",Camel
"[[0.35701802 0.629623   0.6748227 ]
 [0.37279466 0.6503332  0.6826706 ]
 [0.37038478 0.64890134 0.7343546 ]
 [0.41933322 0.6395828  0.73164934]
 [0.41593012 0.63883954 0.6224424 ]
 [0.4911741  0.58024246 0.78757125]
 [0.4809678  0.57045966 0.7235844 ]
 [0.66295564 0.57073754 0.6245012 ]
 [0.65346986 0.57262325 0.7130617 ]
 [0.80125576 0.5563397  0.60517514]
 [0.7958742  0.55830514 0.6118334 ]
 [0.6184878  0.35180604 0.7561143 ]
 [0.6117605  0.35377398 0.72923106]
 [0.8592606  0.34142384 0.74089617]
 [0.8477587  0.3470832  0.64574903]
 [0.8632003  0.5618493  0.4799358 ]
 [0.84489715 0.5575294  0.5972061 ]]",Camel
"[[0.09974405 0.44213557 0.71558404]
 [0.10212871 0.48453403 0.6423537 ]
 [0.09815349 0.47488818 0.6684523 ]
 [0.17637303 0.5127865  0.7243558 ]
 [0.16510096 0.5035193  0.61135375]
 [0.31697533 0.4709815  0.82680845]
 [0.2941202  0.38069966 0.83805877]
 [0.5403952  0.46830356 0.6805961 ]
 [0.53238773 0.41908905 0.7072717 ]
 [0.7325889  0.5227976  0.42708722]
 [0.7149943  0.49103636 0.3731711 ]
 [0.50565094 0.15974304 0.711141  ]
 [0.49583682 0.09688058 0.70399594]
 [0.84427154 0.22894621 0.66222394]
 [0.8422994  0.20942256 0.639235  ]
 [0.8254546  0.55950594 0.2512786 ]
 [0.8251217  0.5579804  0.23320149]]",Camel
"[[0.13293982 0.07843937 0.6640465 ]
 [0.16509505 0.09009495 0.6308886 ]
 [0.16943361 0.09106189 0.51621264]
 [0.18266052 0.18140994 0.88119394]
 [0.18379667 0.18258072 0.83272   ]
 [0.12328138 0.34002307 0.7150075 ]
 [0.13102753 0.3364975  0.822687  ]
 [0.45642057 0.37762976 0.73010737]
 [0.45821217 0.36891097 0.85561454]
 [0.74093425 0.3282917  0.4732516 ]
 [0.74570554 0.31662056 0.46934015]
 [0.29619077 0.8164914  0.5666095 ]
 [0.308346   0.8048555  0.43552637]
 [0.77556795 0.7924056  0.4319924 ]
 [0.9071242  0.8665579  0.7372761 ]
 [0.7795994  0.4055988  0.758811  ]
 [0.88895583 0.35385302 0.8062239 ]]",Camel
"[[0.28929794 0.7194653  0.56064343]
 [0.3087294  0.7160804  0.53935325]
 [0.3160005  0.7155727  0.51466453]
 [0.32221276 0.6562949  0.7579524 ]
 [0.327774   0.6509755  0.5535624 ]
 [0.3113159  0.5819419  0.73356944]
 [0.30754    0.58163345 0.6094086 ]
 [0.5078451  0.560688   0.7269232 ]
 [0.504937   0.56776106 0.60948277]
 [0.65397495 0.5629737  0.6115017 ]
 [0.6350789  0.5775383  0.7517236 ]
 [0.45988008 0.32848364 0.54072237]
 [0.46066213 0.33307025 0.63483715]
 [0.716385   0.32656735 0.79756546]
 [0.6917181  0.34032533 0.74407995]
 [0.72421914 0.5734344  0.6092272 ]
 [0.69753945 0.5789968  0.5173484 ]]",Camel
"[[0.27146235 0.5879883  0.57026595]
 [0.28415012 0.5936655  0.5593306 ]
 [0.2859078  0.59761083 0.5258564 ]
 [0.3120887  0.5545084  0.54622245]
 [0.3154572  0.564201   0.6104073 ]
 [0.34152782 0.4961773  0.69069874]
 [0.33461532 0.48574674 0.537702  ]
 [0.50794846 0.47637063 0.4110885 ]
 [0.5001052  0.482152   0.604139  ]
 [0.6427649  0.48962077 0.4353122 ]
 [0.6268299  0.48239848 0.58829284]
 [0.48559955 0.29559752 0.5535442 ]
 [0.4841207  0.30786    0.6152137 ]
 [0.7001598  0.28553534 0.7165087 ]
 [0.66546035 0.30002534 0.39200953]
 [0.70056343 0.4934049  0.23894705]
 [0.67598623 0.48403457 0.55114543]]",Camel
"[[0.04642614 0.6535206  0.6647552 ]
 [0.05792597 0.690908   0.81946135]
 [0.05426941 0.6880192  0.7816627 ]
 [0.13079555 0.69700944 0.9033934 ]
 [0.12584688 0.69357824 0.8059258 ]
 [0.23178141 0.62709045 0.90476435]
 [0.23236126 0.61224914 0.8657417 ]
 [0.47821513 0.60783625 0.6749842 ]
 [0.46173722 0.61647755 0.7424532 ]
 [0.6834332  0.63450724 0.6888168 ]
 [0.6471741  0.6289758  0.19758728]
 [0.537968   0.35711375 0.8380326 ]
 [0.5275647  0.36526522 0.76557046]
 [0.90125084 0.28972775 0.79415447]
 [0.8087297  0.3118136  0.46016055]
 [0.8106645  0.62417805 0.6743003 ]
 [0.75626266 0.58445144 0.3967878 ]]",Camel
"[[0.3228207  0.18265975 0.694152  ]
 [0.35006317 0.19165806 0.74621826]
 [0.34941334 0.19430153 0.72243714]
 [0.3555368  0.2692971  0.7896679 ]
 [0.35397926 0.27026284 0.87752515]
 [0.3318488  0.36055997 0.84145075]
 [0.33361703 0.36340192 0.67964846]
 [0.54471636 0.40816957 0.79110014]
 [0.5460638  0.4118435  0.6693928 ]
 [0.70894283 0.42788532 0.6406511 ]
 [0.7177539  0.42484683 0.5890466 ]
 [0.45576668 0.68262136 0.63755846]
 [0.45714927 0.6830855  0.6722199 ]
 [0.7745325  0.6722905  0.8558176 ]
 [0.7921439  0.67618275 0.8845991 ]
 [0.7762334  0.38089234 0.7519331 ]
 [0.79658794 0.37074447 0.84887254]]",Camel
"[[0.41212833 0.79786396 0.6865628 ]
 [0.4189724  0.8233189  0.57049304]
 [0.4194423  0.82662624 0.5789249 ]
 [0.3566731  0.865185   0.8629849 ]
 [0.35514683 0.8694756  0.85718495]
 [0.30566382 0.80466044 0.80900174]
 [0.32402182 0.81668895 0.6405438 ]
 [0.5254927  0.8162142  0.7863035 ]
 [0.55220574 0.82909846 0.9453374 ]
 [0.6664204  0.8543445  0.6594844 ]
 [0.7504301  0.8743841  0.818174  ]
 [0.37550202 0.46754387 0.7612671 ]
 [0.37763417 0.4626533  0.88926214]
 [0.667316   0.46367633 0.5951336 ]
 [0.7216525  0.45397922 0.7539726 ]
 [0.6727555  0.17496687 0.79092735]
 [0.7242643  0.11915255 0.85668594]]",Cat
"[[0.42615503 0.7381325  0.66730547]
 [0.43212134 0.7666952  0.5735756 ]
 [0.43277597 0.7641371  0.5761512 ]
 [0.3768701  0.8073987  0.69318676]
 [0.37352544 0.8095948  0.7495533 ]
 [0.3280756  0.76062834 0.7661449 ]
 [0.3321817  0.74741143 0.72892237]
 [0.551297   0.77679974 0.7670336 ]
 [0.5654147  0.77559763 0.92322844]
 [0.7188759  0.83575547 0.6895224 ]
 [0.7736882  0.8388401  0.8202388 ]
 [0.39220992 0.42457443 0.83403075]
 [0.39339504 0.4161674  0.90646666]
 [0.7119808  0.4555203  0.756827  ]
 [0.75883293 0.45774892 0.90963596]
 [0.70307994 0.19514923 0.8166503 ]
 [0.75823885 0.13509697 0.7236483 ]]",Cat
