Keypoints,Class
"[[0.09244919 0.71844786 0.70438284]
 [0.0741826  0.7169023  0.84586966]
 [0.07101946 0.69742626 0.89116216]
 [0.08214392 0.68415475 0.69275737]
 [0.43272558 0.37301174 0.8092793 ]
 [0.46595436 0.29309958 0.85700035]
 [0.3036441  0.5321572  0.7502103 ]
 [0.70633817 0.3309955  0.9323062 ]
 [0.13579984 0.7357018  0.8750251 ]
 [0.9136781  0.36178812 0.92930686]]"
"[[0.08014257 0.4140647  0.74306464]
 [0.06441177 0.43290836 0.5255029 ]
 [0.06176987 0.4159305  0.4188012 ]
 [0.07521594 0.4909998  0.6870559 ]
 [0.07405759 0.4459316  0.15156528]
 [0.18029112 0.55697167 0.8008393 ]
 [0.19221005 0.3915693  0.75039256]
 [0.15272558 0.71591544 0.64981353]
 [0.2056094  0.24041508 0.7650096 ]
 [0.1042164  0.8413548  0.68159914]
 [0.20990677 0.10617084 0.6939088 ]
 [0.4249028  0.5724355  0.86035776]
 [0.47162685 0.48112503 0.76682186]
 [0.31406024 0.78162384 0.7445116 ]
 [0.6994445  0.50805587 0.8830153 ]
 [0.18346559 0.93753266 0.5557342 ]
 [0.92036694 0.5536442  0.95934117]]"
"[[0.1079764  0.5656192  0.71937037]
 [0.08824894 0.58838236 0.92635196]
 [0.08922753 0.5660438  0.8516712 ]
 [0.09672958 0.6465604  0.9075341 ]
 [0.09294461 0.5923388  0.74400556]
 [0.19646303 0.7243135  0.9034273 ]
 [0.20672026 0.52937114 0.85911745]
 [0.309716   0.83965266 0.87127715]
 [0.1770827  0.3912561  0.8652232 ]
 [0.41650015 0.7485029  0.96851957]
 [0.12191287 0.23515557 0.8265869 ]
 [0.46580607 0.6523477  0.9214853 ]
 [0.4229018  0.5655633  0.9142616 ]
 [0.71127385 0.63772947 0.94635475]
 [0.34350678 0.40184715 0.6859678 ]
 [0.9342232  0.6170899  0.9100882 ]
 [0.22767776 0.18810946 0.9140418 ]]"
"[[0.08203862 0.6816323  0.83947873]
 [0.06099981 0.6824012  0.844776  ]
 [0.06039185 0.6555294  0.6990804 ]
 [0.07045774 0.6625811  0.8319038 ]
 [0.0765456  0.602427   0.89440274]
 [0.173358   0.73217267 0.9092957 ]
 [0.15914461 0.53553486 0.7436644 ]
 [0.29424188 0.8426263  0.93586934]
 [0.12952155 0.3744062  0.96784145]
 [0.3899426  0.7537152  0.9158775 ]
 [0.09038867 0.2251906  0.79517984]
 [0.43688935 0.6680987  0.92225355]
 [0.39927685 0.58144224 0.86278164]
 [0.6856141  0.6189898  0.9647304 ]
 [0.30938035 0.36172482 0.8670499 ]
 [0.9187508  0.5811574  0.94032735]
 [0.17925589 0.16478387 0.87627333]]"
"[[0.1290743  0.30074513 0.868955  ]
 [0.1127565  0.31914166 0.86651427]
 [0.11193997 0.3122424  0.7686814 ]
 [0.11894857 0.3773312  0.9076457 ]
 [0.11787681 0.36530602 0.7732806 ]
 [0.20678304 0.45892173 0.8378974 ]
 [0.22970724 0.29425022 0.95006835]
 [0.18118414 0.5870627  0.7933853 ]
 [0.35277212 0.23300977 0.9045814 ]
 [0.14686526 0.7207112  0.7755195 ]
 [0.4407159  0.2576077  0.8389605 ]
 [0.43999872 0.42811698 0.84482217]
 [0.47441193 0.34704655 0.93778205]
 [0.34418303 0.6224508  0.91064954]
 [0.7169177  0.3843478  0.96735543]
 [0.1825475  0.7376821  0.6034961 ]
 [0.89180547 0.4343653  0.93871534]]"
"[[0.170569   0.50182486 0.03920747]
 [0.12546086 0.6731573  0.04632006]
 [0.16343175 0.50145864 0.02359807]
 [0.16396724 0.2516789  0.06233209]
 [0.17327175 0.49309364 0.02824098]
 [0.32025784 0.5502637  0.01375521]
 [0.20477445 0.45007163 0.03844658]
 [0.2680557  0.5332166  0.01280085]
 [0.21210559 0.3767554  0.1091127 ]
 [0.3423684  0.46300516 0.0221971 ]
 [0.28893846 0.3012949  0.03422272]
 [0.54765445 0.5550527  0.08289663]
 [0.53581506 0.44462335 0.06237919]
 [0.6999984  0.45387855 0.04041457]
 [0.6994476  0.46480584 0.0535858 ]
 [0.9153196  0.5223214  0.14694554]
 [0.91465515 0.52062315 0.14754039]]"
"[[0.20801616 0.48485523 0.74386674]
 [0.19554146 0.49837032 0.8720811 ]
 [0.19662961 0.4654735  0.8079058 ]
 [0.20776391 0.51712227 0.81826097]
 [0.21581084 0.45057264 0.8438978 ]
 [0.29392996 0.55717534 0.9396068 ]
 [0.28407836 0.41551712 0.9633462 ]
 [0.28470305 0.6756503  0.9097534 ]
 [0.29302672 0.29570702 0.92247427]
 [0.26871887 0.78733796 0.8928984 ]
 [0.2995723  0.20688206 0.8358043 ]
 [0.4944332  0.5247379  0.85322654]
 [0.51706517 0.46432126 0.8728095 ]
 [0.42107472 0.699304   0.86096585]
 [0.70958763 0.4869418  0.92388546]
 [0.3188226  0.82288224 0.8420159 ]
 [0.883554   0.51631606 0.9383407 ]]"
"[[0.08399682 0.3984435  0.88596815]
 [0.06738792 0.41890335 0.87228507]
 [0.06988826 0.38117748 0.95188975]
 [0.09229494 0.4600762  0.90868056]
 [0.09189185 0.37221113 0.7672945 ]
 [0.16841811 0.52149814 0.9452644 ]
 [0.21277714 0.32266945 0.92433685]
 [0.16667593 0.664393   0.89233494]
 [0.32019675 0.24445464 0.80629957]
 [0.13935849 0.80613506 0.88739216]
 [0.4033652  0.3154487  0.8977015 ]
 [0.4106912  0.5450067  0.8957343 ]
 [0.47078305 0.45431063 0.82855445]
 [0.32159498 0.71100503 0.8370896 ]
 [0.69662666 0.47843915 0.8994817 ]
 [0.2278723  0.89992607 0.9052814 ]
 [0.9002966  0.49150676 0.91464967]]"
"[[0.10205725 0.640402   0.53909326]
 [0.08316614 0.65920883 0.8273038 ]
 [0.08610398 0.6195529  0.85066056]
 [0.09545015 0.69111115 0.7160913 ]
 [0.1021149  0.5982058  0.7378017 ]
 [0.21495962 0.7361468  0.88124055]
 [0.18297532 0.5595732  0.8335556 ]
 [0.34380546 0.8099448  0.8822625 ]
 [0.17072414 0.43099943 0.74330753]
 [0.44748077 0.74512464 0.8738678 ]
 [0.13816938 0.30238196 0.6207402 ]
 [0.48639262 0.6410243  0.900029  ]
 [0.43365565 0.55403864 0.751714  ]
 [0.7221549  0.59052235 0.85152256]
 [0.33665618 0.38381293 0.5722477 ]
 [0.9192138  0.558377   0.945417  ]
 [0.21517085 0.21294516 0.6037527 ]]"
"[[0.07543809 0.39199123 0.75870824]
 [0.05752481 0.41498283 0.9173767 ]
 [0.05767367 0.39908075 0.9079133 ]
 [0.06943388 0.4752655  0.94904596]
 [0.06658487 0.43670055 0.7548835 ]
 [0.17985299 0.5496758  0.88994634]
 [0.16652472 0.35852805 0.8892558 ]
 [0.16586298 0.7044142  0.865531  ]
 [0.14967729 0.2149267  0.9018081 ]
 [0.14463042 0.83517945 0.87617767]
 [0.11753798 0.10003228 0.8479471 ]
 [0.42526165 0.53652155 0.6253685 ]
 [0.46394488 0.45394143 0.8556482 ]
 [0.33053386 0.7627996  0.92358404]
 [0.68681866 0.49031478 0.8992965 ]
 [0.22482485 0.94239086 0.8851342 ]
 [0.9020302  0.51550394 0.92091906]]"
