Keypoints,Class
"[[0.16376115 0.38569617 0.89902383]
 [0.14241326 0.40912735 0.81543547]
 [0.14176956 0.39191866 0.75973636]
 [0.68559027 0.25371054 0.8720983 ]
 [0.8177909  0.75093126 0.97039974]
 [0.80939966 0.07292964 0.9592084 ]]"
"[[0.15148294 0.42441097 0.8075602 ]
 [0.13278972 0.44451246 0.94532824]
 [0.131714   0.4411152  0.82978785]
 [0.15007688 0.49992526 0.85264283]
 [0.14755805 0.49263135 0.73768115]
 [0.25874072 0.5920348  0.91657585]
 [0.24685986 0.39209518 0.9217443 ]
 [0.28392234 0.7468991  0.81125975]
 [0.2447308  0.23730049 0.9655464 ]
 [0.27366406 0.90967894 0.9104954 ]
 [0.25112885 0.09722739 0.74151015]
 [0.5316188  0.5501908  0.93706405]
 [0.5411541  0.42188603 0.96238625]
 [0.70476574 0.7280785  0.96655446]
 [0.6101948  0.19819492 0.91625845]
 [0.85215616 0.91508615 0.8748207 ]
 [0.84565604 0.18098113 0.80754054]]"
"[[0.13632265 0.5918034  0.83762306]
 [0.11718766 0.57294744 0.6926233 ]
 [0.11651035 0.569657   0.920326  ]
 [0.1351453  0.51444936 0.8677153 ]
 [0.13767019 0.5084714  0.9419002 ]
 [0.2392364  0.61948156 0.80112475]
 [0.25347126 0.41349033 0.88962   ]
 [0.25725043 0.7931373  0.8889927 ]
 [0.26666364 0.23616624 0.97508097]
 [0.24832785 0.9400903  0.8920276 ]
 [0.27148277 0.08054763 0.90265596]
 [0.55136216 0.5873101  0.9310911 ]
 [0.548605   0.46709028 0.9261877 ]
 [0.65720606 0.8240417  0.8079649 ]
 [0.7377992  0.2790026  0.75424707]
 [0.90768224 0.89930403 0.7837602 ]
 [0.9026384  0.07506902 0.8685504 ]]"
"[[0.1758213  0.5749504  0.7868868 ]
 [0.15859348 0.5639231  0.7919092 ]
 [0.15742417 0.55438304 0.84233886]
 [0.17208564 0.51868236 0.7552787 ]
 [0.17503245 0.49861708 0.8919582 ]
 [0.26982462 0.6100673  0.74273074]
 [0.2898415  0.4188017  0.926544  ]
 [0.26483947 0.7720685  0.9366156 ]
 [0.29009438 0.26698774 0.8260843 ]
 [0.25998333 0.9107108  0.81401116]
 [0.29381454 0.12481741 0.92433184]
 [0.55158263 0.56034344 0.9252289 ]
 [0.54305476 0.4417532  0.88715446]
 [0.62800145 0.76698214 0.8544949 ]
 [0.70425177 0.271857   0.7761878 ]
 [0.846706   0.8261738  0.91572595]
 [0.83446777 0.08639653 0.91979736]]"
"[[0.17075588 0.4389317  0.7208382 ]
 [0.15095022 0.45603803 0.88772064]
 [0.1521584  0.4436339  0.89346033]
 [0.15940832 0.51733524 0.8695668 ]
 [0.15709627 0.48918396 0.7204631 ]
 [0.25657782 0.6005623  0.8040989 ]
 [0.2646876  0.4121017  0.9267348 ]
 [0.2590981  0.75567424 0.90989465]
 [0.25590765 0.25785878 0.9778259 ]
 [0.2627418  0.88834596 0.75111395]
 [0.23545699 0.12385174 0.81966424]
 [0.5401055  0.54993755 0.9020299 ]
 [0.5356986  0.43873614 0.9598103 ]
 [0.69964176 0.71807003 0.9670294 ]
 [0.6017614  0.20475563 0.89840794]
 [0.84624827 0.9162857  0.8499694 ]
 [0.83951163 0.19897464 0.81503785]]"
"[[0.1718762  0.59702176 0.82277006]
 [0.14990191 0.57992566 0.841063  ]
 [0.1517891  0.58944243 0.90485305]
 [0.1607067  0.51772374 0.74927723]
 [0.161624   0.5449016  0.67819905]
 [0.25572604 0.41920492 0.6717082 ]
 [0.27256024 0.59186447 0.9088772 ]
 [0.2452812  0.24848507 0.8239782 ]
 [0.25564077 0.7768019  0.8469378 ]
 [0.2441858  0.11799806 0.8707751 ]
 [0.25065455 0.91725445 0.6502861 ]
 [0.5811399  0.42925966 0.7252556 ]
 [0.5879291  0.5526432  0.94347316]
 [0.7356933  0.27358347 0.89660853]
 [0.6477632  0.80123204 0.7944016 ]
 [0.8951343  0.07180902 0.84510124]
 [0.89352405 0.81028455 0.92064834]]"
"[[0.15050688 0.36496714 0.88499653]
 [0.1264565  0.38552263 0.88462317]
 [0.1268469  0.37195668 0.86953413]
 [0.13160442 0.45929056 0.93686277]
 [0.13229547 0.42784813 0.71282196]
 [0.23796886 0.5706865  0.8950747 ]
 [0.24888325 0.339121   0.87010145]
 [0.24564594 0.7402742  0.9387079 ]
 [0.24319756 0.16268283 0.95179784]
 [0.24401365 0.8874539  0.9295503 ]
 [0.2272478  0.03765768 0.13476987]
 [0.59497404 0.51473767 0.78050876]
 [0.58742636 0.37866986 0.95881677]
 [0.7959738  0.6930742  0.90112674]
 [0.6826607  0.1279738  0.860745  ]
 [0.94151807 0.87080014 0.6658381 ]
 [0.9306232  0.12168238 0.81945646]]"
"[[0.20280494 0.6053547  0.7280177 ]
 [0.18452804 0.5991254  0.8742704 ]
 [0.18490058 0.58918643 0.9117787 ]
 [0.18902293 0.55868256 0.68766683]
 [0.18944709 0.5325603  0.8046026 ]
 [0.29131693 0.626364   0.93387926]
 [0.28518644 0.451161   0.91629815]
 [0.28087914 0.7675435  0.9598306 ]
 [0.28418887 0.30537456 0.77305645]
 [0.26197082 0.90204024 0.85380197]
 [0.25965488 0.17368345 0.8293694 ]
 [0.5503192  0.59916145 0.91033494]
 [0.5527812  0.4868456  0.93507177]
 [0.6042182  0.80214465 0.9391172 ]
 [0.7065363  0.3122417  0.7797868 ]
 [0.81333184 0.8127429  0.96094954]
 [0.81479067 0.09753852 0.88931406]]"
"[[0.18399394 0.5865706  0.6767783 ]
 [0.16886485 0.57925504 0.53873193]
 [0.16852023 0.5681865  0.6431644 ]
 [0.18547487 0.5403096  0.24059668]
 [0.18772846 0.51192135 0.7456276 ]
 [0.30260915 0.6086741  0.8388043 ]
 [0.30753434 0.42526013 0.8216947 ]
 [0.27513206 0.76692706 0.74428374]
 [0.2907949  0.25904384 0.6496618 ]
 [0.23807536 0.90589195 0.5836214 ]
 [0.28882322 0.12315176 0.7863096 ]
 [0.611188   0.57822186 0.8177921 ]
 [0.6024495  0.45020866 0.74501765]
 [0.644921   0.7787194  0.5787938 ]
 [0.74111515 0.2778563  0.9136897 ]
 [0.8643926  0.771635   0.6963196 ]
 [0.88195974 0.08019777 0.790874  ]]"
"[[0.14421926 0.53887177 0.91464204]
 [0.1275751  0.5367601  0.9001986 ]
 [0.12727876 0.51454675 0.8601775 ]
 [0.13938805 0.5067454  0.62090045]
 [0.14630626 0.4542679  0.898996  ]
 [0.2387142  0.58414274 0.81689155]
 [0.26369035 0.37558126 0.9666649 ]
 [0.23661888 0.7450161  0.95328236]
 [0.2814831  0.22079767 0.87104565]
 [0.22949977 0.8856041  0.87785834]
 [0.2890967  0.09135503 0.9497827 ]
 [0.53980416 0.54745793 0.9407622 ]
 [0.5449184  0.41089395 0.9153124 ]
 [0.60904545 0.7745308  0.9085842 ]
 [0.7130017  0.24792156 0.80240715]
 [0.8444188  0.7781354  0.9496726 ]
 [0.83993775 0.05519159 0.9549052 ]]"
"[[0.14858101 0.34780577 0.65373886]
 [0.1278461  0.3747159  0.63372034]
 [0.12328583 0.3474763  0.5936884 ]
 [0.14280432 0.4359021  0.75844604]
 [0.13297425 0.3750331  0.6687925 ]
 [0.24138656 0.4865101  0.8011587 ]
 [0.22962183 0.31075746 0.8503305 ]
 [0.24635153 0.6213719  0.7041485 ]
 [0.2432754  0.18263566 0.64154077]
 [0.22800316 0.71591127 0.2432827 ]
 [0.23565894 0.10750312 0.4086223 ]
 [0.54761666 0.4513455  0.77886164]
 [0.5445755  0.36142868 0.89031833]
 [0.7043936  0.5769967  0.70034325]
 [0.59763485 0.36080003 0.42549837]
 [0.73070794 0.6285045  0.02979006]
 [0.6315481  0.46517813 0.3337865 ]]"
"[[0.31432182 0.5137973  0.7088691 ]
 [0.3026156  0.5303788  0.6681665 ]
 [0.2995423  0.5124176  0.76267207]
 [0.31583098 0.5672601  0.8331013 ]
 [0.30757183 0.5268185  0.6399998 ]
 [0.36358932 0.61330867 0.7973249 ]
 [0.371595   0.4799588  0.8633344 ]
 [0.36418533 0.7109052  0.86386335]
 [0.36304396 0.39030343 0.89560705]
 [0.3681457  0.7892558  0.7012852 ]
 [0.35361823 0.32021314 0.8534594 ]
 [0.5621119  0.5804887  0.8737781 ]
 [0.5558434  0.49821666 0.85523367]
 [0.65755945 0.66931087 0.8915538 ]
 [0.6080894  0.3752456  0.82507753]
 [0.7463977  0.7555634  0.77289015]
 [0.75333256 0.38250798 0.64306337]]"
"[[0.17770988 0.37207088 0.8996755 ]
 [0.15659085 0.39062458 0.7228442 ]
 [0.15699011 0.37921232 0.7903281 ]
 [0.1657183  0.45898336 0.94418126]
 [0.16526029 0.42636263 0.7056407 ]
 [0.26551217 0.5522043  0.78868717]
 [0.26520872 0.35010853 0.9292228 ]
 [0.3057879  0.7100251  0.8701694 ]
 [0.28124422 0.19702077 0.92517483]
 [0.31580943 0.8516307  0.8720543 ]
 [0.27200156 0.07926926 0.8889034 ]
 [0.5562079  0.5195087  0.90989345]
 [0.5475526  0.4034186  0.9455916 ]
 [0.70056295 0.68665475 0.96883965]
 [0.5901227  0.189249   0.8437764 ]
 [0.83359224 0.8928754  0.9213106 ]
 [0.8193624  0.19757836 0.9203188 ]]"
"[[0.15644434 0.44000933 0.80739254]
 [0.13461013 0.46225375 0.93838596]
 [0.13424878 0.4493966  0.8909119 ]
 [0.14723553 0.52265185 0.92778456]
 [0.14497985 0.5003268  0.78872824]
 [0.25743344 0.61977756 0.94236565]
 [0.25020424 0.40753216 0.9470709 ]
 [0.22846574 0.78042597 0.8028591 ]
 [0.2200783  0.22888736 0.9158439 ]
 [0.19706574 0.9098135  0.83195066]
 [0.19506475 0.09659105 0.9091999 ]
 [0.583378   0.537633   0.90492886]
 [0.57871795 0.41183987 0.9298437 ]
 [0.7442974  0.7132899  0.9561697 ]
 [0.63725203 0.1730003  0.9662113 ]
 [0.8739379  0.9026595  0.82500213]
 [0.87375647 0.20146814 0.89675206]]"
"[[0.23836136 0.5283221  0.6853689 ]
 [0.2235478  0.5282573  0.8617678 ]
 [0.2237322  0.5113139  0.88232934]
 [0.23168635 0.50327146 0.79679394]
 [0.2371438  0.47250184 0.7572756 ]
 [0.3021349  0.5528611  0.90203124]
 [0.3090041  0.4268258  0.9046422 ]
 [0.29429537 0.6551622  0.77860487]
 [0.3184325  0.31473303 0.7121657 ]
 [0.28320646 0.7350989  0.6588123 ]
 [0.32104206 0.26231474 0.4954306 ]
 [0.52156085 0.5166549  0.91203964]
 [0.5184645  0.44253677 0.9090025 ]
 [0.5741511  0.65718937 0.8882265 ]
 [0.627316   0.34577352 0.887475  ]
 [0.7299712  0.6922484  0.8879544 ]
 [0.7300059  0.22594467 0.86116064]]"
"[[0.16871703 0.6261455  0.74279   ]
 [0.14785424 0.61419344 0.9493805 ]
 [0.14829487 0.6072074  0.9031068 ]
 [0.15626135 0.55791736 0.6595561 ]
 [0.1567166  0.5433999  0.92610705]
 [0.26711243 0.648348   0.93876356]
 [0.26826164 0.43587384 0.92391723]
 [0.28195298 0.8123117  0.9552177 ]
 [0.303735   0.27186334 0.88341373]
 [0.26610076 0.9397291  0.8948918 ]
 [0.3145883  0.12100831 0.89814395]
 [0.5571669  0.6028925  0.8675641 ]
 [0.5665757  0.47180706 0.94641405]
 [0.6071137  0.822813   0.93676287]
 [0.723817   0.29438722 0.7516714 ]
 [0.84496236 0.8109303  0.93662053]
 [0.85897106 0.08595561 0.8849595 ]]"
"[[0.22081338 0.42703387 0.82970804]
 [0.20664872 0.44536212 0.8740984 ]
 [0.2049091  0.4289573  0.85985005]
 [0.21595936 0.502676   0.7796472 ]
 [0.21240854 0.46574736 0.8573561 ]
 [0.30075482 0.57218856 0.94929326]
 [0.30672964 0.398196   0.8894482 ]
 [0.3122363  0.7063755  0.9245255 ]
 [0.30247203 0.2583852  0.900555  ]
 [0.2995749  0.8445649  0.7411147 ]
 [0.29225823 0.13521455 0.8276572 ]
 [0.5438418  0.5730998  0.94786614]
 [0.5481617  0.46836194 0.94776404]
 [0.68852544 0.74587464 0.87960106]
 [0.5801276  0.28131345 0.78930736]
 [0.7971732  0.9299268  0.90648603]
 [0.791306   0.27243286 0.8684671 ]]"
"[[0.17068799 0.48975784 0.80929613]
 [0.15041572 0.50806147 0.94778836]
 [0.1494776  0.46843773 0.8117548 ]
 [0.1610966  0.5352194  0.93072915]
 [0.1621906  0.439681   0.90498847]
 [0.25702798 0.58750033 0.9065163 ]
 [0.2668858  0.3872959  0.9504348 ]
 [0.26332787 0.7338488  0.9461864 ]
 [0.25946817 0.2406427  0.93700194]
 [0.2680452  0.88802016 0.9312399 ]
 [0.24427581 0.1122382  0.7679336 ]
 [0.5348238  0.5615832  0.947567  ]
 [0.5433421  0.44499516 0.93586504]
 [0.708908   0.71917266 0.93424296]
 [0.60791755 0.23374267 0.95142996]
 [0.8743561  0.90089697 0.7247472 ]
 [0.849829   0.20944028 0.86611706]]"
"[[0.18880789 0.42131546 0.7277627 ]
 [0.17180075 0.4386194  0.7209047 ]
 [0.17047401 0.43489024 0.7886158 ]
 [0.18451111 0.49617752 0.92291945]
 [0.18218848 0.48632294 0.8641783 ]
 [0.28386298 0.58445334 0.8376753 ]
 [0.28746572 0.39670414 0.9030606 ]
 [0.27464408 0.7448506  0.85676175]
 [0.27116877 0.24291104 0.947435  ]
 [0.26236528 0.90208733 0.76867986]
 [0.26237845 0.10724127 0.8704314 ]
 [0.5688514  0.5460592  0.8349159 ]
 [0.56144136 0.4326253  0.941396  ]
 [0.7075406  0.7268765  0.94633263]
 [0.5742587  0.22529519 0.9100775 ]
 [0.8168739  0.9271978  0.77118737]
 [0.8077166  0.23102918 0.9125528 ]]"
"[[0.30778465 0.5696615  0.57865286]
 [0.2950285  0.56243086 0.60761404]
 [0.29665962 0.5530972  0.6575125 ]
 [0.30538353 0.5332825  0.79128814]
 [0.3103792  0.5164761  0.74095595]
 [0.36722735 0.5962364  0.86436164]
 [0.3710623  0.45454785 0.8286923 ]
 [0.35588625 0.7020254  0.84436417]
 [0.3838529  0.34899193 0.64460355]
 [0.3603404  0.81239253 0.8701745 ]
 [0.38777846 0.21923591 0.81583935]
 [0.5609075  0.5587489  0.8478418 ]
 [0.5556641  0.47494376 0.890886  ]
 [0.553436   0.7143379  0.7714132 ]
 [0.6462063  0.31751946 0.8146162 ]
 [0.7411417  0.7303238  0.83744323]
 [0.72393477 0.1466061  0.82972896]]"
