Keypoints,Class
"[[0.55035526 0.11467391 0.60683537]
 [0.56862074 0.0998624  0.72696245]
 [0.6566561  0.12494805 0.80922353]
 [0.6108359  0.1593683  0.7497897 ]]"
"[[0.5656807  0.8110708  0.68382895]
 [0.58882564 0.83351225 0.61091244]
 [0.58622223 0.83306646 0.817677  ]
 [0.65081334 0.814092   0.58149654]
 [0.64705056 0.81715345 0.7418289 ]
 [0.6812842  0.705253   0.8720275 ]
 [0.6486774  0.6933328  0.7689224 ]
 [0.7016251  0.51105934 0.8053244 ]
 [0.67616034 0.516274   0.52479905]
 [0.6888035  0.36524004 0.6776346 ]
 [0.6766247  0.38020995 0.70415664]
 [0.48559773 0.41654795 0.7565576 ]
 [0.47606212 0.4203775  0.8664912 ]
 [0.42053673 0.1606071  0.8024904 ]
 [0.4053789  0.18264028 0.85161775]
 [0.678343   0.17399733 0.77374625]
 [0.65984005 0.19236422 0.56423986]]"
"[[0.521837   0.8064319  0.6688089 ]
 [0.5399932  0.82781094 0.6513937 ]
 [0.5364115  0.82791567 0.6281011 ]
 [0.60129076 0.82259053 0.85376   ]
 [0.59430003 0.8304347  0.72877276]
 [0.6256973  0.72646743 0.6394839 ]
 [0.611494   0.73224986 0.74471927]
 [0.6348441  0.5268732  0.7750188 ]
 [0.619666   0.5288385  0.66392314]
 [0.62817824 0.3770711  0.63145554]
 [0.61561555 0.3885874  0.5948833 ]
 [0.39922053 0.49170315 0.8470822 ]
 [0.39832035 0.49426198 0.7893021 ]
 [0.34112236 0.18949518 0.83768225]
 [0.3421257  0.19519348 0.7314264 ]
 [0.6218393  0.17547233 0.8819088 ]
 [0.6070531  0.17526844 0.77128834]]"
"[[0.5834854  0.18126664 0.7702125 ]
 [0.5658846  0.1489471  0.84510255]
 [0.61824936 0.15206169 0.79056704]
 [0.55514026 0.13910645 0.5917979 ]
 [0.66985834 0.1588135  0.75324756]
 [0.58457464 0.23845208 0.5319357 ]
 [0.6449388  0.27204353 0.7787994 ]
 [0.6037635  0.47411457 0.3265643 ]
 [0.66228646 0.49947038 0.7420485 ]
 [0.5889324  0.5445135  0.22727022]
 [0.64405555 0.65869975 0.5513742 ]
 [0.38697585 0.55167836 0.83324265]
 [0.4409818  0.58102363 0.72725207]
 [0.29931653 0.74207675 0.7306075 ]
 [0.31414726 0.8493566  0.8771757 ]
 [0.5751245  0.77934885 0.78437746]
 [0.6066625  0.87238175 0.87005115]]"
"[[0.53255796 0.86038345 0.6134163 ]
 [0.54491913 0.88895506 0.5614827 ]
 [0.54262877 0.8888668  0.48726812]
 [0.61407465 0.89192575 0.75867856]
 [0.6070669  0.89159024 0.6731675 ]
 [0.6400408  0.78675175 0.77515775]
 [0.62574893 0.77923673 0.77056324]
 [0.6397055  0.57071894 0.90598917]
 [0.6316587  0.570685   0.70064586]
 [0.6361171  0.40996012 0.5769699 ]
 [0.6296301  0.41874135 0.62585187]
 [0.3841066  0.5080133  0.7752635 ]
 [0.38115293 0.51749694 0.7452549 ]
 [0.31836694 0.20689276 0.65532154]
 [0.31798857 0.2199258  0.6500904 ]
 [0.6290887  0.16372211 0.8627386 ]
 [0.6014397  0.16420436 0.6799542 ]]"
"[[0.5589778  0.15801091 0.5548606 ]
 [0.572632   0.12704423 0.7443875 ]
 [0.581331   0.12627207 0.7221475 ]
 [0.6606524  0.12114999 0.8184278 ]
 [0.6755177  0.12007543 0.8178865 ]
 [0.65995437 0.26240286 0.52976763]
 [0.6967124  0.27825078 0.60340106]
 [0.6664633  0.53108054 0.649884  ]
 [0.68120444 0.5300994  0.8564382 ]
 [0.65930444 0.70398533 0.7531022 ]
 [0.6702394  0.70857716 0.52895874]
 [0.367027   0.5001503  0.5276778 ]
 [0.37913364 0.5118861  0.7258604 ]
 [0.32543957 0.8246762  0.7357348 ]
 [0.32133383 0.83601594 0.8986632 ]
 [0.6642151  0.8111913  0.56131285]
 [0.69894606 0.81211567 0.7735813 ]]"
"[[0.52214766 0.7362247  0.5542374 ]
 [0.53408504 0.7577455  0.6660849 ]
 [0.5324765  0.75732714 0.6474868 ]
 [0.58479816 0.7551024  0.81710184]
 [0.5836345  0.75580996 0.76297027]
 [0.5905441  0.6758934  0.72958934]
 [0.5845957  0.6683974  0.5288188 ]
 [0.60901767 0.4934492  0.737856  ]
 [0.6019622  0.49420652 0.6946144 ]
 [0.6081562  0.3551957  0.4275777 ]
 [0.59551597 0.35519063 0.52918124]
 [0.39663383 0.47292396 0.6155831 ]
 [0.38560575 0.48258954 0.61929643]
 [0.3618136  0.24862461 0.84702593]
 [0.36186814 0.26772013 0.8121129 ]
 [0.6074688  0.29753092 0.71606016]
 [0.59094304 0.3109971  0.57264364]]"
"[[0.5396255  0.7954025  0.6981859 ]
 [0.5565884  0.81879663 0.7326194 ]
 [0.55239594 0.8172397  0.76251274]
 [0.6105944  0.81104755 0.6714672 ]
 [0.6034643  0.8136015  0.64166975]
 [0.6201935  0.74034125 0.616178  ]
 [0.5925949  0.72180504 0.7377851 ]
 [0.64817077 0.5731946  0.8602462 ]
 [0.60885864 0.5773284  0.5680226 ]
 [0.6436073  0.4420142  0.7170117 ]
 [0.6081148  0.45509118 0.7112721 ]
 [0.49746895 0.50124264 0.6789849 ]
 [0.48970464 0.49883446 0.79964983]
 [0.4157218  0.27715552 0.7142843 ]
 [0.4184487  0.28729048 0.78259456]
 [0.6235873  0.21267438 0.6834837 ]
 [0.6042103  0.23670818 0.7122762 ]]"
"[[0.5808611  0.15931696 0.6341217 ]
 [0.59667546 0.1368456  0.66924995]
 [0.6023446  0.13327622 0.7731143 ]
 [0.65570295 0.14846128 0.68534505]
 [0.6708639  0.14556526 0.80288863]
 [0.66182876 0.25791726 0.7554921 ]
 [0.6957611  0.239854   0.64306915]
 [0.6779935  0.44013005 0.6353695 ]
 [0.7232273  0.43048927 0.92683744]
 [0.686409   0.577221   0.6161257 ]
 [0.7315933  0.5895565  0.80110437]
 [0.5214918  0.5377996  0.779184  ]
 [0.54036796 0.5462737  0.7588728 ]
 [0.42435992 0.7911023  0.8874581 ]
 [0.42324743 0.8117163  0.840916  ]
 [0.6747815  0.8061292  0.8163604 ]
 [0.6868552  0.8210811  0.87339294]]"
"[[0.54271454 0.7087856  0.5787664 ]
 [0.5616908  0.7385187  0.7540902 ]
 [0.55635494 0.73503226 0.6985913 ]
 [0.6278115  0.7415464  0.8359116 ]
 [0.6224895  0.7400164  0.79962134]
 [0.6364555  0.6343879  0.5716328 ]
 [0.6248411  0.6305444  0.6931325 ]
 [0.66352856 0.40009505 0.73633516]
 [0.6330853  0.40174899 0.6709479 ]
 [0.6787242  0.22740646 0.53555167]
 [0.6449562  0.23402098 0.60488766]
 [0.38331914 0.39709172 0.65408766]
 [0.37662777 0.4075026  0.68076175]
 [0.3437877  0.07629888 0.8945679 ]
 [0.3419864  0.10778374 0.6728684 ]
 [0.66189885 0.15341976 0.4714925 ]
 [0.63021624 0.16535033 0.5763178 ]]"
"[[0.56791914 0.8099384  0.67250085]
 [0.59142995 0.8332444  0.6829229 ]
 [0.58820033 0.83351046 0.82181525]
 [0.6522628  0.8163312  0.6653442 ]
 [0.64873314 0.81713426 0.73841166]
 [0.68143046 0.7058168  0.8687848 ]
 [0.65195495 0.6931027  0.7483095 ]
 [0.6979698  0.52383596 0.6560445 ]
 [0.6766542  0.5213711  0.50152   ]
 [0.6918185  0.37452695 0.5820574 ]
 [0.66977274 0.37555462 0.6671475 ]
 [0.48792353 0.41512963 0.770543  ]
 [0.4768779  0.41928017 0.7218976 ]
 [0.42152375 0.16136402 0.8459213 ]
 [0.41220525 0.1858398  0.7749076 ]
 [0.68000937 0.17858456 0.79100716]
 [0.6627605  0.19497545 0.64176905]]"
"[[0.5387075  0.13190171 0.8069238 ]
 [0.5493896  0.1065605  0.7518912 ]
 [0.5557979  0.10075722 0.8794223 ]
 [0.6183421  0.10015688 0.77447104]
 [0.6359676  0.09990034 0.87481034]
 [0.60738224 0.2325206  0.69717765]
 [0.66769755 0.21028298 0.7773802 ]
 [0.6221186  0.43742454 0.43480873]
 [0.6999706  0.42269516 0.8862411 ]
 [0.55274796 0.55645347 0.22624663]
 [0.56609154 0.54949903 0.7928115 ]
 [0.41005915 0.5467969  0.7917273 ]
 [0.4727591  0.5473635  0.50551915]
 [0.29411212 0.8799577  0.8051808 ]
 [0.31833392 0.88380164 0.7487577 ]
 [0.5903167  0.83305925 0.7056259 ]
 [0.6445003  0.81945413 0.7779005 ]]"
"[[0.8081574  0.73505837 0.45788762]
 [0.81580955 0.74945027 0.4643076 ]
 [0.81334114 0.7521108  0.38277122]
 [0.85404855 0.7418549  0.58759737]
 [0.85066384 0.740849   0.45908803]
 [0.8508438  0.6766101  0.5540974 ]
 [0.8421527  0.6695358  0.57741475]
 [0.8719098  0.5600098  0.28299746]
 [0.86815053 0.55926096 0.35581732]
 [0.86860013 0.46004087 0.4569092 ]
 [0.8618     0.4647936  0.49817935]
 [0.7045606  0.4800767  0.59891135]
 [0.6877657  0.48295128 0.6236932 ]
 [0.69058746 0.3582804  0.6071438 ]
 [0.6843614  0.36150488 0.7990207 ]
 [0.8628564  0.36366665 0.69705343]
 [0.8536837  0.37150598 0.66562706]]"
"[[0.68152493 0.7101407  0.4549872 ]
 [0.68558246 0.7165668  0.42247853]
 [0.6851006  0.7165518  0.54700243]
 [0.71671844 0.7072379  0.5827962 ]
 [0.709461   0.7046349  0.46814287]
 [0.71833915 0.65967923 0.51961255]
 [0.71990263 0.6571527  0.43131536]
 [0.73393327 0.57290787 0.2090756 ]
 [0.7382296  0.56114423 0.32970548]
 [0.7308442  0.5358658  0.27147937]
 [0.73433685 0.5282463  0.2247575 ]
 [0.6285473  0.51726156 0.19735326]
 [0.62155145 0.50541717 0.19340135]
 [0.60803485 0.39798868 0.6247972 ]
 [0.6060669  0.3983989  0.6074394 ]
 [0.7254859  0.38885805 0.43759775]
 [0.7223718  0.39303303 0.5028944 ]]"
"[[0.66741353 0.82390183 0.56475556]
 [0.68558747 0.8529021  0.43255237]
 [0.6837415  0.850503   0.68681395]
 [0.7623617  0.84858495 0.6066738 ]
 [0.7536599  0.85240996 0.59108007]
 [0.78084373 0.72260594 0.6547688 ]
 [0.7727474  0.7227374  0.5846598 ]
 [0.7944765  0.4749462  0.20986563]
 [0.78620803 0.4758722  0.6326668 ]
 [0.80323136 0.30125755 0.61305827]
 [0.7921807  0.29332516 0.28102762]
 [0.54088885 0.4509162  0.6704458 ]
 [0.53644466 0.45783064 0.75961494]
 [0.48292884 0.12199149 0.7948198 ]
 [0.48386303 0.12810327 0.78939694]
 [0.7846121  0.16370739 0.38310164]
 [0.77789456 0.1673716  0.62501675]]"
"[[0.48529518 0.8340369  0.7737308 ]
 [0.5064198  0.8593115  0.7819438 ]
 [0.50499386 0.85959774 0.71694565]
 [0.57100785 0.84766513 0.8055294 ]
 [0.5692018  0.8480185  0.7246909 ]
 [0.59169286 0.7305518  0.75121474]
 [0.5616062  0.72035336 0.7716457 ]
 [0.6058726  0.5209107  0.76208085]
 [0.58908314 0.5239597  0.6785965 ]
 [0.5937898  0.36150914 0.73087037]
 [0.58250546 0.37481448 0.7216023 ]
 [0.36811575 0.44034052 0.63404655]
 [0.35935032 0.4486628  0.74254197]
 [0.32838532 0.13961117 0.91281015]
 [0.32431978 0.17073023 0.7846667 ]
 [0.6060665  0.1520442  0.82003087]
 [0.5861648  0.17691347 0.71558535]]"
"[[0.5637525  0.2538996  0.5582214 ]
 [0.57180804 0.22800627 0.7860795 ]
 [0.57958466 0.22697036 0.69893456]
 [0.6281849  0.2236951  0.76986355]
 [0.64066136 0.22167853 0.76015055]
 [0.6313677  0.32778162 0.72449625]
 [0.6417029  0.32839414 0.7382226 ]
 [0.643049   0.5064307  0.6338931 ]
 [0.65459526 0.5043517  0.67038494]
 [0.6466569  0.64852905 0.60385096]
 [0.6633278  0.6602173  0.5707809 ]
 [0.43296885 0.5292634  0.6885461 ]
 [0.45540407 0.54428405 0.52189106]
 [0.3780291  0.7558562  0.6780758 ]
 [0.37447253 0.7889065  0.9066447 ]
 [0.62239957 0.71223116 0.46581233]
 [0.6458426  0.77470237 0.7397498 ]]"
